ticket_id,food_expense,drink_expense,merch_expense,total_spent,payment_method_id
681,37.39,14.1,14.16,65.65,1
682,10.72,50.09,66.33,127.14,1
683,12.35,10.0,9.93,32.28,2
684,31.13,12.73,75.96,119.82,2
685,28.4,47.11,84.88,160.39,3
686,30.83,56.42,87.15,174.4,2
687,46.72,30.36,40.32,117.4,1
688,12.6,5.61,64.93,83.14,2
689,48.66,16.24,68.62,133.52,2
690,4.28,0.34,95.4,100.02,1
691,29.06,49.96,2.61,81.63,2
692,16.83,28.82,14.55,60.2,3
693,35.37,22.25,90.58,148.2,1
694,29.14,40.21,85.69,155.04,1
695,32.69,45.78,38.49,116.96,1
696,30.85,19.92,85.22,135.99,1
697,31.94,53.22,22.68,107.84,2
698,7.81,25.23,93.44,126.48,1
699,7.55,29.8,47.29,84.64,2
700,39.43,55.05,58.76,153.24,1
701,43.53,13.87,78.6,136.0,2
702,31.36,36.39,52.33,120.08,2
703,35.93,0.67,4.53,41.13,2
704,16.34,48.37,92.49,157.2,2
705,5.95,2.46,22.84,31.25,2
706,3.93,32.58,91.07,127.58,2
707,11.5,56.01,81.59,149.1,2
708,18.7,49.63,52.92,121.25,1
709,20.14,31.26,82.22,133.62,1
710,20.22,55.32,10.51,86.05,1
245,39.54,14.71,57.61,111.86,1
711,18.43,25.2,95.46,139.09,3
712,33.94,26.97,37.98,98.89,2
713,20.1,4.63,82.31,107.04,2
714,40.08,19.02,79.2,138.3,2
715,33.8,25.03,36.31,95.14,2
716,31.22,40.96,36.9,109.08,2
717,30.23,6.48,77.21,113.92,2
718,35.16,4.26,56.26,95.68,2
719,0.93,28.76,98.47,128.16,2
720,21.49,35.64,69.4,126.53,1
721,15.5,32.16,42.67,90.33,2
722,11.28,35.84,65.01,112.13,2
723,11.84,25.91,47.65,85.4,2
724,24.13,24.79,89.98,138.9,2
725,46.58,19.59,10.38,76.55,2
726,11.27,14.68,39.37,65.32,2
727,36.97,10.17,10.07,57.21,2
728,49.33,8.77,85.84,143.94,1
729,37.02,14.6,90.29,141.91,2
730,29.83,48.77,83.46,162.06,2
731,7.07,3.5,22.37,32.94,1
732,43.53,8.36,14.75,66.64,2
733,30.46,20.17,44.86,95.49,1
734,23.29,35.71,74.49,133.49,2
735,5.22,53.14,92.31,150.67,2
736,12.1,34.39,16.57,63.06,2
737,10.61,51.61,96.51,158.73,1
738,23.01,7.74,11.28,42.03,3
739,14.79,26.34,19.11,60.24,1
740,23.58,8.52,19.99,52.09,2
741,24.59,45.08,71.5,141.17,1
742,38.53,59.86,14.49,112.88,2
743,22.98,30.94,13.15,67.07,2
744,5.71,1.5,31.27,38.48,1
745,21.74,28.05,90.42,140.21,3
746,28.18,57.42,82.21,167.81,2
747,35.18,56.86,8.61,100.65,2
748,13.27,48.29,81.17,142.73,2
749,13.44,4.57,71.12,89.13,2
750,6.52,16.03,94.03,116.58,2
751,30.51,4.95,72.17,107.63,2
752,30.65,12.57,96.33,139.55,1
753,4.2,53.95,34.53,92.68,2
754,2.72,34.09,50.75,87.56,2
755,19.46,4.76,38.85,63.07,2
756,25.85,38.52,63.68,128.05,2
757,2.3,35.63,90.73,128.66,2
758,10.29,28.12,47.79,86.2,1
759,48.86,52.54,12.54,113.94,2
6,48.79,27.08,54.31,130.18,2
760,9.89,0.13,49.26,59.28,2
761,39.07,32.65,8.34,80.06,3
762,13.74,21.98,41.17,76.89,1
763,29.57,27.48,5.66,62.71,2
764,22.79,13.81,23.6,60.2,2
765,35.37,26.4,5.59,67.36,2
766,44.06,4.11,87.18,135.35,2
767,34.62,30.13,76.89,141.64,2
768,18.89,17.28,45.55,81.72,3
769,46.0,1.82,90.52,138.34,2
770,12.28,22.7,9.23,44.21,2
771,43.09,7.6,29.35,80.04,2
772,26.51,7.86,12.93,47.3,2
773,0.19,11.02,5.65,16.86,2
774,39.88,8.79,25.96,74.63,2
775,8.03,24.85,41.18,74.06,1
776,9.35,12.34,32.36,54.05,2
777,16.77,59.52,26.98,103.27,2
778,3.97,34.22,87.62,125.81,2
779,41.81,21.71,99.22,162.74,2
780,18.53,35.06,3.69,57.28,2
781,29.95,37.33,16.63,83.91,2
782,29.39,17.44,16.13,62.96,2
783,16.77,4.53,49.46,70.76,2
784,25.82,1.96,99.91,127.69,1
785,45.29,41.91,85.3,172.5,2
786,9.73,50.36,51.79,111.88,2
787,2.99,4.01,92.57,99.57,2
788,41.79,23.56,41.83,107.18,2
789,0.15,25.59,82.87,108.61,2
790,18.5,33.12,36.0,87.62,1
791,7.08,5.97,32.09,45.14,2
792,35.77,40.98,48.93,125.68,1
793,17.39,1.75,43.92,63.06,2
794,10.08,50.36,17.97,78.41,3
795,18.81,34.17,99.01,151.99,2
796,29.91,48.18,88.79,166.88,2
797,6.5,32.41,97.97,136.88,2
798,27.74,53.71,91.85,173.3,2
799,8.0,30.31,14.41,52.72,1
800,30.9,26.55,49.21,106.66,2
801,22.43,10.74,96.57,129.74,2
802,7.69,4.2,26.25,38.14,2
803,28.06,10.86,31.8,70.72,2
804,8.39,35.55,49.02,92.96,2
805,7.99,43.98,26.9,78.87,1
806,46.55,29.06,63.35,138.96,2
807,48.75,51.62,85.45,185.82,2
808,37.84,47.92,59.4,145.16,2
809,44.55,53.94,93.7,192.19,2
810,8.02,49.11,24.82,81.95,2
811,1.45,40.6,62.14,104.19,2
812,49.84,35.56,63.7,149.1,2
813,40.16,4.7,43.01,87.87,2
814,0.29,16.61,34.29,51.19,1
815,23.91,57.99,57.56,139.46,2
816,0.44,59.31,23.56,83.31,2
817,22.09,48.81,35.01,105.91,2
818,4.06,42.07,86.68,132.81,2
819,17.46,23.82,60.77,102.05,2
820,42.76,7.09,35.81,85.66,2
821,41.64,50.03,2.61,94.28,2
822,1.31,50.13,36.79,88.23,1
823,9.58,4.74,53.36,67.68,1
824,31.04,43.35,59.06,133.45,1
825,37.36,30.87,93.56,161.79,2
826,6.43,8.84,38.8,54.07,2
827,11.45,17.53,11.88,40.86,2
828,10.25,37.62,20.66,68.53,1
829,41.0,9.66,90.95,141.61,1
830,10.02,9.81,36.89,56.72,1
831,16.46,43.99,84.48,144.93,2
832,14.88,22.57,45.46,82.91,1
833,0.82,54.12,59.19,114.13,2
834,48.25,19.44,47.97,115.66,2
835,32.51,38.42,31.87,102.8,2
836,21.54,53.65,62.86,138.05,2
837,23.7,49.55,44.94,118.19,2
838,45.86,41.31,49.97,137.14,2
839,9.74,45.32,70.68,125.74,2
840,41.63,40.13,70.7,152.46,1
707,24.58,41.82,24.97,91.37,2
841,0.43,6.88,22.73,30.04,2
842,45.33,22.31,72.01,139.65,2
843,9.47,14.67,15.32,39.46,2
844,47.07,36.63,64.39,148.09,1
845,0.77,37.95,11.16,49.88,2
846,0.2,16.82,34.74,51.76,2
847,3.0,15.14,25.17,43.31,3
848,33.72,37.96,37.77,109.45,2
849,23.8,15.85,79.26,118.91,2
850,1.77,25.0,29.97,56.74,1
851,26.16,58.04,40.3,124.5,2
852,45.24,50.55,71.9,167.69,2
853,25.08,27.55,53.98,106.61,1
854,16.25,10.27,81.49,108.01,2
855,2.49,0.77,59.35,62.61,2
856,12.7,28.45,41.29,82.44,1
857,11.91,0.42,62.47,74.8,1
858,45.72,2.0,73.8,121.52,1
859,12.77,22.34,29.87,64.98,2
860,40.6,31.58,42.55,114.73,2
861,49.6,32.67,75.2,157.47,2
862,42.56,5.07,47.21,94.84,1
863,43.07,50.05,37.81,130.93,2
864,42.28,51.45,69.43,163.16,2
865,44.03,44.74,37.12,125.89,1
866,15.01,11.98,78.64,105.63,1
867,31.0,22.73,1.39,55.12,2
868,10.03,19.63,12.3,41.96,1
869,38.75,20.83,26.59,86.17,2
870,40.22,50.99,5.32,96.53,2
871,38.9,47.41,64.87,151.18,2
872,8.16,2.14,99.24,109.54,1
873,12.55,54.48,57.15,124.18,1
874,35.15,39.47,98.23,172.85,2
875,5.23,3.94,42.95,52.12,2
876,8.14,19.61,37.83,65.58,2
877,19.62,0.85,88.95,109.42,2
116,7.84,23.07,68.01,98.92,2
878,21.58,44.34,94.7,160.62,1
879,37.88,4.31,80.27,122.46,2
880,23.36,36.91,48.61,108.88,2
881,19.87,39.49,72.64,132.0,2
882,26.74,30.93,17.96,75.63,2
883,16.86,22.52,79.96,119.34,1
884,38.93,44.41,38.58,121.92,2
885,26.14,30.16,55.22,111.52,1
886,1.57,44.01,46.64,92.22,3
887,47.78,29.89,12.82,90.49,2
787,1.8,42.32,67.41,111.53,1
888,3.24,22.53,22.9,48.67,2
889,12.38,14.16,1.72,28.26,2
890,29.12,12.71,77.92,119.75,2
22,19.81,21.9,1.72,43.43,2
891,33.55,21.36,33.52,88.43,2
892,19.25,6.19,38.99,64.43,2
893,21.46,53.61,41.14,116.21,2
894,37.61,45.28,56.23,139.12,2
895,47.92,45.16,72.22,165.3,2
896,27.06,3.99,37.0,68.05,1
897,5.01,44.98,94.09,144.08,2
898,29.13,21.44,37.74,88.31,1
302,33.42,54.32,44.31,132.05,1
899,37.84,55.94,53.1,146.88,2
729,3.63,43.07,84.54,131.24,2
900,27.68,57.38,67.06,152.12,2
901,19.67,47.34,38.61,105.62,2
902,24.74,49.53,82.84,157.11,1
903,35.55,28.32,95.98,159.85,2
904,16.48,7.34,14.9,38.72,1
905,19.52,41.34,54.09,114.95,2
906,33.75,1.63,19.69,55.07,2
907,17.63,42.25,25.96,85.84,2
908,36.85,30.88,95.26,162.99,1
909,0.05,19.98,12.8,32.83,2
910,10.86,8.63,39.87,59.36,1
911,12.03,14.11,25.85,51.99,1
912,3.34,14.01,91.25,108.6,2
913,26.22,3.6,26.26,56.08,2
914,46.27,52.74,84.12,183.13,3
915,47.55,28.68,7.64,83.87,1
916,41.49,6.67,12.97,61.13,2
917,25.37,25.79,33.27,84.43,2
918,38.19,9.96,92.31,140.46,1
919,16.42,6.28,6.01,28.71,2
920,15.45,20.48,20.19,56.12,2
921,9.76,31.15,42.56,83.47,1
922,10.32,15.22,69.28,94.82,3
923,32.81,16.19,5.45,54.45,2
144,26.69,2.1,5.79,34.58,2
924,4.64,45.5,60.97,111.11,3
925,19.67,58.08,14.14,91.89,2
926,15.0,21.05,84.26,120.31,2
927,34.86,11.18,52.54,98.58,2
928,46.74,46.52,73.06,166.32,2
929,32.27,26.07,15.93,74.27,2
930,21.39,43.49,43.44,108.32,2
931,29.31,4.37,74.18,107.86,2
932,24.23,13.26,84.09,121.58,2
933,26.21,50.61,80.63,157.45,1
934,37.11,46.28,67.24,150.63,1
935,11.16,12.2,71.57,94.93,2
936,44.2,11.19,79.59,134.98,2
937,19.64,27.83,89.52,136.99,2
938,23.8,27.24,26.82,77.86,2
939,13.9,56.54,82.93,153.37,1
940,20.89,36.62,98.17,155.68,2
921,7.05,34.87,88.34,130.26,2
941,17.55,10.18,55.05,82.78,2
942,13.3,2.71,7.7,23.71,1
943,12.11,41.75,97.08,150.94,2
944,46.01,38.17,44.15,128.33,3
670,24.69,4.83,97.12,126.64,2
856,49.93,51.32,90.2,191.45,1
945,18.63,36.65,35.66,90.94,2
946,42.05,31.09,22.53,95.67,2
947,24.76,56.6,18.5,99.86,2
948,21.15,46.52,9.75,77.42,2
949,49.29,56.39,30.75,136.43,2
950,9.22,13.21,16.18,38.61,2
951,47.69,42.4,62.8,152.89,2
952,4.42,10.29,95.48,110.19,2
953,48.99,30.34,22.07,101.4,2
954,28.7,2.6,57.6,88.9,2
955,0.63,42.87,76.92,120.42,2
956,35.12,14.98,55.02,105.12,1
957,5.3,21.45,23.57,50.32,2
958,47.12,4.04,71.11,122.27,1
959,10.04,40.81,46.71,97.56,2
960,16.11,34.71,54.68,105.5,2
961,12.77,16.84,36.88,66.49,2
962,18.39,44.02,79.03,141.44,2
963,28.91,41.66,68.28,138.85,2
964,40.64,2.4,13.15,56.19,1
965,25.23,51.26,33.63,110.12,1
966,13.04,23.95,99.02,136.01,2
967,12.37,39.55,25.94,77.86,1
968,9.28,28.72,77.07,115.07,2
969,8.42,16.94,58.72,84.08,1
970,37.25,23.82,96.4,157.47,2
791,24.02,23.37,93.79,141.18,2
971,45.85,48.23,20.83,114.91,2
972,21.56,25.9,28.5,75.96,2
973,18.73,17.08,21.7,57.51,2
974,23.31,9.68,60.24,93.23,2
975,11.29,34.02,94.85,140.16,2
976,20.5,31.9,82.97,135.37,1
977,6.39,33.76,36.33,76.48,2
978,35.35,15.31,79.44,130.1,2
979,48.48,48.57,70.55,167.6,1
294,16.74,36.57,22.61,75.92,2
726,46.26,29.27,60.72,136.25,2
980,26.9,38.64,97.77,163.31,2
981,49.7,9.82,47.53,107.05,1
982,14.14,45.38,87.42,146.94,2
983,9.64,31.39,11.79,52.82,2
984,45.38,20.77,65.01,131.16,1
985,48.4,2.13,68.28,118.81,2
986,15.33,32.05,61.6,108.98,2
216,45.54,5.36,8.92,59.82,2
987,14.63,40.13,54.36,109.12,2
988,30.3,33.39,32.87,96.56,1
989,41.23,55.51,23.75,120.49,1
990,23.18,46.17,89.48,158.83,2
479,24.89,47.11,44.45,116.45,2
991,36.66,29.67,6.69,73.02,2
992,34.46,42.08,63.93,140.47,1
993,38.3,23.62,64.18,126.1,2
994,2.65,58.84,72.82,134.31,2
995,16.15,57.66,38.35,112.16,2
996,36.97,1.87,56.77,95.61,2
997,41.38,49.97,14.91,106.26,2
998,1.98,13.9,0.66,16.54,1
999,45.26,13.22,54.32,112.8,1
1000,21.05,27.99,66.87,115.91,2
1001,3.46,11.27,50.81,65.54,2
1002,26.15,15.53,87.65,129.33,2
1003,48.91,7.09,69.51,125.51,1
1004,38.9,43.38,72.59,154.87,1
1005,46.13,56.96,78.26,181.35,2
1006,39.63,47.14,0.99,87.76,2
1007,37.2,5.34,54.16,96.7,2
1008,41.61,3.56,71.15,116.32,2
1009,7.24,53.11,19.38,79.73,2
1010,46.79,2.01,65.2,114.0,2
1011,10.63,10.01,81.69,102.33,1
1012,6.21,20.19,78.95,105.35,2
1013,16.94,54.09,92.23,163.26,1
1014,15.42,28.68,44.92,89.02,2
1015,4.77,39.16,18.66,62.59,1
191,5.22,39.3,22.73,67.25,2
1016,30.92,19.57,43.47,93.96,1
1017,37.67,47.04,39.53,124.24,1
1018,7.46,14.96,29.86,52.28,1
1019,37.48,5.97,49.8,93.25,1
1020,14.57,22.14,72.96,109.67,2
1021,33.36,20.87,45.64,99.87,1
1022,26.72,52.46,96.39,175.57,2
1023,17.59,37.99,61.37,116.95,2
1024,37.83,39.42,51.41,128.66,3
1025,28.38,55.19,6.56,90.13,2
1026,11.51,53.07,14.17,78.75,2
1027,49.66,17.65,80.04,147.35,2
1028,12.89,31.8,50.21,94.9,2
327,16.06,47.92,45.5,109.48,2
1029,0.01,14.24,16.73,30.98,2
1030,43.75,32.46,74.19,150.4,2
1031,4.6,14.05,34.81,53.46,2
1032,22.44,37.74,91.51,151.69,2
1033,5.18,18.55,35.77,59.5,2
1034,39.48,16.49,3.31,59.28,1
1035,37.76,51.83,57.86,147.45,1
1036,36.82,20.22,82.15,139.19,2
1037,38.63,59.25,23.35,121.23,1
1038,46.44,44.05,45.3,135.79,2
1039,36.03,40.15,41.42,117.6,2
1040,18.19,25.92,91.95,136.06,1
1041,49.67,58.32,91.35,199.34,1
1042,8.86,13.95,82.25,105.06,2
975,20.77,23.29,20.04,64.1,2
1043,41.03,42.31,8.69,92.03,1
1044,12.06,43.95,30.55,86.56,2
1045,25.39,29.02,28.27,82.68,1
1046,2.07,25.17,26.48,53.72,1
1047,44.64,44.96,16.55,106.15,2
1048,32.56,6.26,44.94,83.76,2
1049,47.21,46.86,74.3,168.37,2
1050,11.98,58.61,78.13,148.72,2
754,28.04,28.63,43.22,99.89,3
1051,45.54,17.66,39.64,102.84,2
1052,48.15,25.01,58.74,131.9,1
1053,14.2,31.4,81.67,127.27,2
1054,10.88,53.6,72.3,136.78,1
1055,39.33,52.6,8.89,100.82,2
1056,1.63,16.93,89.7,108.26,2
1057,3.13,50.45,18.24,71.82,2
1058,7.48,6.09,41.38,54.95,1
1059,49.35,20.62,67.95,137.92,2
1060,28.76,3.88,19.66,52.3,1
1061,49.47,55.4,46.61,151.48,2
1062,32.69,21.47,62.46,116.62,2
1063,7.79,11.2,31.67,50.66,1
1064,0.63,8.78,64.87,74.28,2
519,33.69,53.65,91.94,179.28,2
923,8.37,18.09,88.31,114.77,2
127,21.57,50.32,45.81,117.7,1
1065,35.88,38.37,74.86,149.11,2
1066,46.97,35.48,11.72,94.17,2
1067,38.19,36.77,29.26,104.22,1
1068,15.39,29.31,99.87,144.57,2
1069,29.42,39.61,3.69,72.72,1
1070,36.41,55.78,34.1,126.29,2
1071,36.81,54.86,80.3,171.97,1
1072,20.74,58.9,11.83,91.47,2
1073,9.39,9.35,4.24,22.98,2
1074,15.55,0.1,52.33,67.98,2
1075,15.71,23.1,91.31,130.12,1
1076,43.36,15.46,17.43,76.25,2
1077,47.57,46.15,82.72,176.44,2
1078,47.46,5.76,2.88,56.1,1
1079,9.9,47.18,91.01,148.09,1
1080,29.61,3.39,34.98,67.98,2
840,43.84,4.99,95.91,144.74,2
1081,29.49,52.1,95.35,176.94,2
1082,14.74,26.47,27.63,68.84,2
1083,25.24,29.69,17.45,72.38,1
112,40.67,3.62,63.84,108.13,3
1084,19.15,21.32,53.81,94.28,2
1085,39.76,45.32,83.14,168.22,2
1086,6.55,41.44,17.34,65.33,2
1087,46.53,20.39,72.79,139.71,3
821,15.36,39.77,30.39,85.52,2
1088,45.04,8.5,49.68,103.22,1
1089,10.23,41.12,2.81,54.16,2
1090,13.45,1.54,42.35,57.34,2
1091,7.21,34.18,41.04,82.43,1
1092,33.77,23.81,38.7,96.28,2
407,5.31,33.18,36.53,75.02,1
1093,11.73,31.19,18.66,61.58,2
1094,9.24,14.01,74.28,97.53,2
1095,27.33,21.82,72.18,121.33,1
1096,1.76,6.75,48.5,57.01,1
1097,7.6,55.76,47.3,110.66,2
1098,25.28,52.84,63.82,141.94,2
1099,8.24,12.0,24.68,44.92,2
1100,6.39,33.9,48.67,88.96,3
1101,11.66,42.51,13.1,67.27,2
1102,23.77,49.24,99.74,172.75,2
1103,16.29,56.65,57.83,130.77,2
1104,25.48,16.51,49.8,91.79,1
1105,26.58,16.94,58.31,101.83,1
1106,8.47,22.36,11.8,42.63,1
1107,11.62,17.39,98.09,127.1,2
1108,27.68,2.67,81.83,112.18,2
1109,48.39,18.22,77.59,144.2,2
1110,27.37,44.86,24.63,96.86,2
1111,18.23,30.09,81.67,129.99,1
1112,2.34,30.43,29.99,62.76,1
1113,15.21,36.07,97.81,149.09,1
1114,41.97,3.71,93.94,139.62,2
1115,1.29,38.44,36.32,76.05,2
368,7.88,13.78,42.73,64.39,2
1116,47.83,30.19,61.96,139.98,2
1117,17.1,23.28,0.46,40.84,1
1118,7.83,2.61,19.58,30.02,1
1119,41.56,14.93,21.51,78.0,2
1120,30.19,3.25,29.33,62.77,1
1121,30.43,20.29,78.32,129.04,2
1122,20.22,59.68,12.25,92.15,2
1123,4.53,59.4,87.02,150.95,1
1124,46.05,29.03,64.98,140.06,2
1125,45.6,18.19,71.74,135.53,2
1126,22.1,11.83,80.31,114.24,3
1127,34.85,36.83,82.89,154.57,2
1128,1.52,16.33,40.46,58.31,2
1129,28.32,26.04,26.46,80.82,1
1130,2.37,34.73,38.74,75.84,2
611,9.79,13.66,49.47,72.92,2
1131,1.82,33.19,76.38,111.39,1
1132,5.33,34.6,17.38,57.31,2
1133,39.57,55.72,17.15,112.44,1
1134,29.12,2.1,12.13,43.35,2
1135,1.92,28.69,94.23,124.84,1
1136,25.04,35.83,91.9,152.77,2
1137,7.86,39.38,48.41,95.65,2
1138,28.55,23.93,60.13,112.61,1
898,49.43,55.93,77.56,182.92,3
1139,11.66,42.69,0.54,54.89,2
1140,1.73,53.47,72.5,127.7,2
1141,0.81,34.0,3.45,38.26,2
1142,18.27,3.18,66.43,87.88,2
1143,32.16,3.57,37.18,72.91,1
1144,9.2,5.96,79.19,94.35,3
1145,6.82,15.71,96.19,118.72,1
1146,3.2,58.85,26.96,89.01,2
1147,9.73,38.32,69.67,117.72,2
1148,44.55,8.81,13.57,66.93,2
1149,14.6,11.09,14.62,40.31,1
1150,46.71,42.36,87.06,176.13,2
1151,16.23,31.17,18.97,66.37,2
1152,31.28,29.08,83.04,143.4,1
1153,28.2,55.8,2.75,86.75,2
1154,23.73,8.84,16.36,48.93,2
1155,2.43,51.3,78.19,131.92,2
1156,17.32,50.84,3.88,72.04,2
1157,38.4,37.27,84.54,160.21,2
1158,42.19,15.67,72.12,129.98,3
1159,0.28,24.65,3.52,28.45,2
1160,33.76,29.88,78.1,141.74,2
1161,1.57,3.09,94.95,99.61,2
1162,1.92,43.86,65.86,111.64,2
1163,46.46,29.76,61.07,137.29,2
1164,23.64,6.8,99.2,129.64,2
1165,8.75,5.15,17.14,31.04,2
897,7.29,21.47,58.68,87.44,2
1166,42.51,31.59,26.27,100.37,3
1167,1.71,28.2,52.52,82.43,2
1168,44.1,5.78,30.85,80.73,2
1169,37.7,44.75,69.57,152.02,1
1170,8.75,29.19,2.58,40.52,2
1171,40.46,50.05,96.41,186.92,2
1172,9.79,56.93,38.96,105.68,1
1173,49.02,31.02,32.27,112.31,1
1174,5.01,31.0,34.54,70.55,1
1175,3.23,0.51,13.4,17.14,1
1176,30.04,41.32,19.05,90.41,1
1177,4.12,8.89,55.79,68.8,2
1178,23.46,46.95,78.88,149.29,2
472,2.99,30.76,83.09,116.84,1
1179,18.41,6.45,79.22,104.08,2
1180,38.36,45.45,86.36,170.17,1
1181,30.96,0.7,3.74,35.4,2
1182,33.11,38.32,73.33,144.76,1
1183,16.88,14.7,13.44,45.02,2
1184,41.9,13.86,94.52,150.28,2
1185,44.03,23.46,71.48,138.97,2
1186,18.55,21.01,77.55,117.11,2
1187,19.7,43.02,83.19,145.91,2
1188,43.78,59.77,88.82,192.37,1
1189,12.37,28.08,24.21,64.66,1
1190,12.02,39.0,77.21,128.23,2
1191,11.6,32.77,26.39,70.76,1
1192,23.77,0.64,16.02,40.43,2
1193,42.64,3.46,61.45,107.55,2
1194,32.19,53.6,77.37,163.16,2
1195,41.02,31.0,76.17,148.19,2
1196,7.53,19.91,35.86,63.3,2
1197,18.44,4.85,16.05,39.34,2
1198,32.29,44.14,75.08,151.51,2
1199,45.89,39.71,31.95,117.55,2
1200,6.74,13.08,64.13,83.95,2
1201,0.59,5.34,42.91,48.84,1
1202,38.32,21.46,10.23,70.01,2
1203,24.65,4.23,39.89,68.77,1
1204,49.77,32.06,75.82,157.65,1
1205,40.66,37.62,29.31,107.59,1
367,37.45,30.67,80.58,148.7,2
1206,37.91,29.98,16.8,84.69,2
1207,26.05,42.86,4.19,73.1,2
1208,5.33,59.6,74.63,139.56,1
1209,33.02,0.83,12.89,46.74,2
1210,41.07,21.22,84.96,147.25,1
1211,16.89,23.28,3.14,43.31,2
1212,20.8,39.38,34.36,94.54,2
730,32.04,55.87,92.08,179.99,2
919,38.77,41.08,30.14,109.99,1
1213,32.25,51.08,36.41,119.74,2
1214,8.33,44.42,58.46,111.21,2
1215,11.39,22.16,89.12,122.67,2
1216,1.53,53.3,46.08,100.91,1
1217,34.24,56.42,34.27,124.93,1
1218,21.03,54.08,22.23,97.34,1
1219,11.87,49.76,49.05,110.68,2
1220,33.63,51.71,13.87,99.21,1
1221,36.75,33.77,67.42,137.94,2
1222,3.62,57.97,9.17,70.76,2
1223,8.85,14.19,27.29,50.33,2
1224,44.55,21.07,81.41,147.03,1
428,32.68,46.42,79.23,158.33,2
1225,0.28,51.2,1.22,52.7,2
1226,13.33,27.33,2.91,43.57,2
1227,48.98,26.56,24.72,100.26,2
1228,15.8,26.56,33.35,75.71,2
1229,1.1,38.26,92.08,131.44,2
1230,34.39,18.13,6.92,59.44,2
1231,38.1,13.63,93.5,145.23,2
1232,3.74,3.76,91.15,98.65,1
1233,15.69,52.34,87.5,155.53,1
1234,15.36,20.19,74.41,109.96,1
1235,32.04,18.4,55.05,105.49,2
646,40.39,3.73,85.84,129.96,1
1236,39.9,27.29,8.89,76.08,1
1237,0.95,49.66,1.23,51.84,2
1238,44.99,28.74,8.12,81.85,2
1239,48.63,56.37,34.47,139.47,2
1240,25.09,22.42,1.39,48.9,1
1241,5.57,12.07,41.76,59.4,2
1242,38.2,3.55,8.98,50.73,1
1243,12.38,49.41,64.4,126.19,2
1244,37.9,5.24,68.6,111.74,2
645,29.44,7.9,51.29,88.63,2
1245,19.86,31.53,14.21,65.6,2
1246,17.39,48.23,91.61,157.23,2
1247,12.8,50.34,47.28,110.42,2
1248,23.19,48.07,77.84,149.1,2
1249,30.5,47.8,63.82,142.12,2
1250,36.77,10.59,63.79,111.15,2
1251,15.44,46.95,17.61,80.0,1
1252,41.5,33.98,54.47,129.95,2
1253,47.42,29.4,16.4,93.22,2
1254,31.04,36.01,53.44,120.49,2
87,44.58,21.45,25.86,91.89,2
1255,33.65,58.13,37.86,129.64,1
1256,10.05,45.24,35.25,90.54,2
1257,37.76,34.22,42.34,114.32,2
1258,30.35,6.34,54.22,90.91,1
1259,39.48,32.6,25.7,97.78,2
1260,24.57,16.66,79.6,120.83,2
1261,3.94,39.94,23.85,67.73,2
1262,8.03,41.52,25.52,75.07,1
1263,7.37,27.39,52.13,86.89,3
1264,36.75,31.63,92.64,161.02,1
410,35.07,28.27,57.25,120.59,1
339,7.5,45.72,62.33,115.55,1
660,38.13,32.85,65.34,136.32,3
1265,44.33,35.11,15.01,94.45,2
1266,29.55,33.74,96.75,160.04,2
1267,19.59,5.62,59.28,84.49,2
1268,34.65,59.83,61.59,156.07,1
1269,19.87,56.68,73.32,149.87,2
1270,49.78,57.96,47.08,154.82,1
1271,0.75,41.74,46.72,89.21,2
1272,19.45,19.4,71.69,110.54,2
1273,5.19,45.75,69.89,120.83,2
1274,9.59,49.72,43.53,102.84,3
1275,32.7,27.67,68.4,128.77,3
1276,30.23,26.52,68.66,125.41,1
1277,36.21,1.94,35.66,73.81,1
1278,31.17,1.68,59.39,92.24,1
1279,46.89,57.64,59.62,164.15,1
1280,42.92,41.6,76.05,160.57,2
1281,26.59,40.56,24.83,91.98,2
1282,9.73,20.31,85.9,115.94,2
1283,25.25,14.82,80.55,120.62,1
1284,25.4,5.07,14.68,45.15,1
1285,6.45,15.65,18.4,40.5,1
1286,36.35,43.7,42.47,122.52,1
1287,32.37,17.06,5.71,55.14,1
1288,35.11,8.92,36.66,80.69,1
1289,6.56,32.41,47.62,86.59,2
1290,36.84,7.17,95.14,139.15,2
1291,24.0,39.78,44.88,108.66,3
1292,44.27,32.98,1.8,79.05,2
1293,22.69,13.74,9.08,45.51,1
1294,32.16,1.97,62.49,96.62,2
1295,49.88,32.8,87.75,170.43,1
1296,14.69,29.77,99.1,143.56,2
1297,33.98,55.42,67.91,157.31,2
1298,10.09,33.84,44.43,88.36,1
1299,39.91,6.27,98.52,144.7,1
1300,47.96,35.77,5.69,89.42,1
1301,11.82,38.66,50.52,101.0,1
1302,16.11,37.72,95.31,149.14,1
1303,8.51,1.23,50.63,60.37,2
1304,4.62,18.36,57.83,80.81,2
1305,15.49,44.9,42.57,102.96,2
1306,40.6,11.28,77.01,128.89,2
1307,1.63,50.85,2.87,55.35,1
1308,18.99,33.86,43.86,96.71,2
1309,2.32,46.05,64.87,113.24,2
1310,30.23,32.27,52.18,114.68,1
1311,31.61,3.72,52.27,87.6,2
1312,9.93,39.89,20.42,70.24,2
1313,49.87,15.35,32.33,97.55,2
1314,30.01,50.16,40.57,120.74,1
1315,12.22,7.45,85.43,105.1,1
1316,32.67,44.7,13.6,90.97,2
1317,41.94,24.91,51.93,118.78,3
1318,6.3,52.35,89.31,147.96,2
1319,45.81,8.56,16.49,70.86,2
