ticket_id,satisfaction_rating,cleanliness_rating,security_rating,satisfaction_level,cleanliness_level,security_level,mean_rating
496,5.0,4.0,10.0,Low,Low,High,6.33
497,5.5,7.0,8.0,Medium,Medium,Medium,6.83
498,4.0,4.5,7.5,Low,Low,Medium,5.33
499,8.0,5.0,9.0,Medium,Low,High,7.33
500,8.0,1.0,5.0,Medium,Low,Low,4.67
501,5.0,2.0,6.0,Low,Low,Medium,4.33
502,2.5,7.0,7.5,Low,Medium,Medium,5.67
503,6.5,7.0,7.5,Medium,Medium,Medium,7.0
504,5.5,7.0,9.0,Medium,Medium,High,7.17
505,4.5,7.5,8.0,Low,Medium,Medium,6.67
506,6.67,7.33,7.67,Medium,Medium,Medium,7.22
507,5.5,3.0,9.5,Medium,Low,High,6.0
508,7.5,8.5,8.0,Medium,High,Medium,8.0
509,4.0,5.0,7.5,Low,Low,Medium,5.5
510,8.0,5.0,7.0,Medium,Low,Medium,6.67
511,5.5,4.0,7.0,Medium,Low,Medium,5.5
512,7.0,3.0,8.0,Medium,Low,Medium,6.0
513,4.0,7.0,8.0,Low,Medium,Medium,6.33
514,3.0,5.0,8.0,Low,Low,Medium,5.33
515,6.5,4.5,9.0,Medium,Low,High,6.67
516,9.0,2.0,9.0,High,Low,High,6.67
517,8.0,6.0,8.0,Medium,Medium,Medium,7.33
518,3.0,7.0,8.0,Low,Medium,Medium,6.0
519,7.5,5.5,8.5,Medium,Medium,High,7.17
520,6.0,8.0,6.0,Medium,Medium,Medium,6.67
521,4.33,6.33,7.67,Low,Medium,Medium,6.11
522,4.5,3.0,8.0,Low,Low,Medium,5.17
523,8.0,10.0,9.0,Medium,High,High,9.0
524,1.0,2.0,10.0,Low,Low,High,4.33
525,1.5,4.0,8.5,Low,Low,High,4.67
526,6.0,3.0,9.0,Medium,Low,High,6.0
527,8.5,5.0,7.5,High,Low,Medium,7.0
528,7.5,6.5,8.0,Medium,Medium,Medium,7.33
529,5.0,4.0,7.0,Low,Low,Medium,5.33
530,8.0,5.0,8.0,Medium,Low,Medium,7.0
531,5.0,6.0,7.5,Low,Medium,Medium,6.17
532,8.0,5.0,7.5,Medium,Low,Medium,6.83
533,8.0,7.0,8.0,Medium,Medium,Medium,7.67
534,1.0,3.0,9.0,Low,Low,High,4.33
535,9.0,7.0,7.5,High,Medium,Medium,7.83
536,10.0,8.0,2.0,High,Medium,Low,6.67
537,5.67,4.33,7.67,Medium,Low,Medium,5.89
538,8.0,3.0,7.0,Medium,Low,Medium,6.0
539,3.0,1.0,9.0,Low,Low,High,4.33
540,8.0,6.0,5.5,Medium,Medium,Medium,6.5
541,3.0,5.0,7.0,Low,Low,Medium,5.0
542,8.0,9.0,8.0,Medium,High,Medium,8.33
543,5.67,4.67,5.0,Medium,Low,Low,5.11
544,9.0,6.0,7.0,High,Medium,Medium,7.33
545,8.0,8.0,8.0,Medium,Medium,Medium,8.0
546,3.0,6.0,7.67,Low,Medium,Medium,5.56
547,8.0,1.0,8.0,Medium,Low,Medium,5.67
548,6.0,2.0,7.0,Medium,Low,Medium,5.0
549,4.0,7.0,6.0,Low,Medium,Medium,5.67
550,6.0,5.5,6.0,Medium,Medium,Medium,5.83
551,3.5,5.0,5.0,Low,Low,Low,4.5
552,6.0,1.0,8.0,Medium,Low,Medium,5.0
553,5.33,3.33,6.33,Medium,Low,Medium,5.0
554,1.5,2.0,7.0,Low,Low,Medium,3.5
555,1.0,3.0,6.0,Low,Low,Medium,3.33
556,8.33,4.67,7.67,High,Low,Medium,6.89
557,4.0,6.0,7.0,Low,Medium,Medium,5.67
558,8.0,3.0,7.0,Medium,Low,Medium,6.0
559,5.5,7.5,7.5,Medium,Medium,Medium,6.83
560,8.0,9.0,8.0,Medium,High,Medium,8.33
561,4.33,2.67,6.0,Low,Low,Medium,4.33
562,6.67,5.67,7.0,Medium,Medium,Medium,6.45
563,7.0,7.0,7.0,Medium,Medium,Medium,7.0
564,7.5,6.5,8.0,Medium,Medium,Medium,7.33
565,5.5,5.5,8.0,Medium,Medium,Medium,6.33
566,7.0,2.5,7.5,Medium,Low,Medium,5.67
567,6.67,4.0,7.0,Medium,Low,Medium,5.89
568,5.67,7.67,7.0,Medium,Medium,Medium,6.78
569,1.0,3.0,8.0,Low,Low,Medium,4.0
570,1.0,4.0,5.0,Low,Low,Low,3.33
571,7.0,1.0,7.0,Medium,Low,Medium,5.0
572,5.0,7.5,8.0,Low,Medium,Medium,6.83
573,8.0,8.0,7.0,Medium,Medium,Medium,7.67
574,5.5,7.5,6.0,Medium,Medium,Medium,6.33
575,2.0,4.0,8.5,Low,Low,High,4.83
576,6.33,6.0,8.0,Medium,Medium,Medium,6.78
577,8.0,3.0,9.0,Medium,Low,High,6.67
578,4.0,5.0,7.0,Low,Low,Medium,5.33
579,7.5,5.0,7.5,Medium,Low,Medium,6.67
580,8.0,6.0,8.5,Medium,Medium,High,7.5
581,7.0,7.0,4.5,Medium,Medium,Low,6.17
582,8.0,9.0,9.0,Medium,High,High,8.67
583,4.0,4.0,9.0,Low,Low,High,5.67
584,4.0,2.5,6.5,Low,Low,Medium,4.33
585,1.0,6.0,9.0,Low,Medium,High,5.33
586,5.0,6.0,9.0,Low,Medium,High,6.67
587,1.0,9.0,9.0,Low,High,High,6.33
588,2.0,3.0,8.0,Low,Low,Medium,4.33
589,8.0,3.5,8.5,Medium,Low,High,6.67
590,6.0,6.0,6.5,Medium,Medium,Medium,6.17
591,6.0,3.0,4.5,Medium,Low,Low,4.5
592,4.0,6.0,8.0,Low,Medium,Medium,6.0
593,3.0,3.0,8.0,Low,Low,Medium,4.67
594,8.5,6.0,6.0,High,Medium,Medium,6.83
595,9.0,9.0,9.0,High,High,High,9.0
596,5.0,3.0,10.0,Low,Low,High,6.0
597,7.0,7.0,9.0,Medium,Medium,High,7.67
598,6.0,4.5,5.5,Medium,Low,Medium,5.33
599,10.0,5.5,7.0,High,Medium,Medium,7.5
600,7.33,7.0,7.0,Medium,Medium,Medium,7.11
601,4.0,1.0,9.0,Low,Low,High,4.67
602,1.0,6.0,6.0,Low,Medium,Medium,4.33
603,5.0,5.33,6.33,Low,Medium,Medium,5.55
604,6.0,6.0,8.0,Medium,Medium,Medium,6.67
605,7.0,5.5,8.0,Medium,Medium,Medium,6.83
606,8.0,4.0,8.0,Medium,Low,Medium,6.67
607,2.5,6.0,8.0,Low,Medium,Medium,5.5
608,7.0,6.0,8.5,Medium,Medium,High,7.17
609,4.33,6.0,8.0,Low,Medium,Medium,6.11
610,4.33,6.33,8.0,Low,Medium,Medium,6.22
611,6.0,5.5,7.0,Medium,Medium,Medium,6.17
612,8.5,3.5,9.5,High,Low,High,7.17
613,9.0,9.0,7.0,High,High,Medium,8.33
614,8.0,7.0,10.0,Medium,Medium,High,8.33
615,3.0,5.0,8.0,Low,Low,Medium,5.33
616,8.0,7.33,8.0,Medium,Medium,Medium,7.78
617,8.0,2.67,5.0,Medium,Low,Low,5.22
618,6.0,3.0,6.0,Medium,Low,Medium,5.0
619,6.5,6.5,6.0,Medium,Medium,Medium,6.33
620,7.0,4.0,7.0,Medium,Low,Medium,6.0
621,4.5,3.5,9.0,Low,Low,High,5.67
622,5.0,1.0,9.0,Low,Low,High,5.0
623,5.0,4.33,8.33,Low,Low,High,5.89
624,7.0,7.0,8.0,Medium,Medium,Medium,7.33
625,5.0,5.0,7.0,Low,Low,Medium,5.67
626,7.0,3.0,8.0,Medium,Low,Medium,6.0
627,4.0,6.0,9.0,Low,Medium,High,6.33
628,8.0,4.0,9.0,Medium,Low,High,7.0
629,7.33,7.67,5.67,Medium,Medium,Medium,6.89
630,6.5,5.0,5.0,Medium,Low,Low,5.5
631,8.0,2.0,8.0,Medium,Low,Medium,6.0
632,5.67,2.33,8.0,Medium,Low,Medium,5.33
633,5.0,5.33,7.33,Low,Medium,Medium,5.89
634,6.33,6.0,8.0,Medium,Medium,Medium,6.78
635,9.0,6.0,6.0,High,Medium,Medium,7.0
636,4.5,4.5,6.5,Low,Low,Medium,5.17
637,8.0,6.0,7.0,Medium,Medium,Medium,7.0
638,4.5,4.5,7.0,Low,Low,Medium,5.33
639,4.5,6.5,6.5,Low,Medium,Medium,5.83
640,4.5,4.5,8.5,Low,Low,High,5.83
641,5.67,2.33,7.67,Medium,Low,Medium,5.22
642,9.0,4.0,9.0,High,Low,High,7.33
643,8.0,6.0,10.0,Medium,Medium,High,8.0
644,1.0,2.0,9.0,Low,Low,High,4.0
645,5.67,4.0,7.33,Medium,Low,Medium,5.67
646,7.33,5.67,9.67,Medium,Medium,High,7.56
647,8.0,3.0,9.0,Medium,Low,High,6.67
648,5.0,6.0,9.0,Low,Medium,High,6.67
649,6.0,3.5,9.0,Medium,Low,High,6.17
650,7.67,3.0,7.0,Medium,Low,Medium,5.89
651,7.67,4.33,8.0,Medium,Low,Medium,6.67
652,4.0,3.0,8.0,Low,Low,Medium,5.0
653,6.0,8.5,8.0,Medium,High,Medium,7.5
654,2.0,3.0,6.0,Low,Low,Medium,3.67
655,8.0,2.0,8.0,Medium,Low,Medium,6.0
656,7.0,6.0,6.0,Medium,Medium,Medium,6.33
657,9.0,3.0,9.0,High,Low,High,7.0
658,8.0,4.5,7.0,Medium,Low,Medium,6.5
659,4.5,7.5,7.0,Low,Medium,Medium,6.33
660,8.5,3.5,9.5,High,Low,High,7.17
661,6.0,3.0,6.0,Medium,Low,Medium,5.0
662,8.0,9.0,6.0,Medium,High,Medium,7.67
663,9.0,7.5,9.5,High,Medium,High,8.67
664,3.5,4.0,8.0,Low,Low,Medium,5.17
665,7.5,6.0,6.5,Medium,Medium,Medium,6.67
666,4.33,4.67,7.0,Low,Low,Medium,5.33
667,8.0,2.0,8.0,Medium,Low,Medium,6.0
668,8.0,3.0,10.0,Medium,Low,High,7.0
669,1.5,4.0,9.0,Low,Low,High,4.83
670,7.0,7.0,6.0,Medium,Medium,Medium,6.67
671,7.67,4.0,9.67,Medium,Low,High,7.11
672,2.0,7.0,9.0,Low,Medium,High,6.0
673,5.0,1.0,9.0,Low,Low,High,5.0
674,10.0,5.0,9.0,High,Low,High,8.0
675,5.5,4.5,7.0,Medium,Low,Medium,5.67
676,6.33,2.67,6.67,Medium,Low,Medium,5.22
677,8.0,3.0,10.0,Medium,Low,High,7.0
678,8.0,2.0,9.0,Medium,Low,High,6.33
679,7.0,7.0,8.0,Medium,Medium,Medium,7.33
680,6.5,5.0,7.0,Medium,Low,Medium,6.17
681,4.0,1.0,9.0,Low,Low,High,4.67
682,7.0,2.5,8.5,Medium,Low,High,6.0
683,7.0,8.0,8.0,Medium,Medium,Medium,7.67
684,8.5,3.0,8.0,High,Low,Medium,6.5
685,5.0,4.0,10.0,Low,Low,High,6.33
686,4.33,4.33,7.67,Low,Low,Medium,5.44
687,5.0,3.0,7.0,Low,Low,Medium,5.0
688,4.0,5.67,6.0,Low,Medium,Medium,5.22
689,7.5,4.5,5.0,Medium,Low,Low,5.67
690,1.0,9.0,9.0,Low,High,High,6.33
691,7.5,7.5,7.5,Medium,Medium,Medium,7.5
692,4.5,4.5,7.5,Low,Low,Medium,5.5
693,8.0,1.0,6.0,Medium,Low,Medium,5.0
694,4.67,6.33,6.33,Low,Medium,Medium,5.78
695,6.0,6.0,9.0,Medium,Medium,High,7.0
696,8.0,3.0,9.0,Medium,Low,High,6.67
697,7.0,4.33,8.67,Medium,Low,High,6.67
698,6.5,4.5,7.5,Medium,Low,Medium,6.17
699,4.5,2.5,8.0,Low,Low,Medium,5.0
700,5.0,9.5,4.5,Low,High,Low,6.33
701,6.0,5.33,8.33,Medium,Medium,High,6.55
702,8.0,7.0,10.0,Medium,Medium,High,8.33
703,7.5,5.0,8.0,Medium,Low,Medium,6.83
704,7.5,4.0,8.5,Medium,Low,High,6.67
705,5.0,8.33,8.67,Low,High,High,7.33
706,6.0,2.0,10.0,Medium,Low,High,6.0
707,7.0,5.67,9.0,Medium,Medium,High,7.22
708,8.0,2.0,8.0,Medium,Low,Medium,6.0
709,4.0,2.0,7.0,Low,Low,Medium,4.33
710,6.67,4.67,5.0,Medium,Low,Low,5.45
711,6.5,2.5,7.0,Medium,Low,Medium,5.33
712,5.0,4.0,6.5,Low,Low,Medium,5.17
713,4.0,5.5,9.0,Low,Medium,High,6.17
714,3.0,8.0,7.5,Low,Medium,Medium,6.17
715,7.0,7.0,7.0,Medium,Medium,Medium,7.0
716,2.5,3.5,7.0,Low,Low,Medium,4.33
717,1.0,6.0,5.0,Low,Medium,Low,4.0
718,6.5,3.5,6.0,Medium,Low,Medium,5.33
719,4.5,3.0,10.0,Low,Low,High,5.83
720,9.0,4.0,10.0,High,Low,High,7.67
721,6.0,5.0,7.5,Medium,Low,Medium,6.17
722,8.0,6.0,7.5,Medium,Medium,Medium,7.17
723,8.0,6.0,8.0,Medium,Medium,Medium,7.33
724,8.0,5.0,8.0,Medium,Low,Medium,7.0
725,6.0,6.0,8.0,Medium,Medium,Medium,6.67
726,6.67,4.0,6.33,Medium,Low,Medium,5.67
727,6.33,6.0,8.67,Medium,Medium,High,7.0
728,7.0,7.5,8.0,Medium,Medium,Medium,7.5
729,8.5,4.5,10.0,High,Low,High,7.67
730,6.67,2.67,7.67,Medium,Low,Medium,5.67
731,7.67,5.33,7.0,Medium,Medium,Medium,6.67
732,4.33,4.67,9.0,Low,Low,High,6.0
733,7.0,7.0,7.0,Medium,Medium,Medium,7.0
734,5.67,5.33,7.67,Medium,Medium,Medium,6.22
735,5.33,7.33,8.67,Medium,Medium,High,7.11
736,5.0,9.0,10.0,Low,High,High,8.0
737,7.0,7.0,8.5,Medium,Medium,High,7.5
738,7.0,4.67,9.0,Medium,Low,High,6.89
739,1.0,7.0,7.0,Low,Medium,Medium,5.0
740,6.33,5.33,7.67,Medium,Medium,Medium,6.44
741,5.0,8.0,10.0,Low,Medium,High,7.67
742,8.0,2.0,5.0,Medium,Low,Low,5.0
743,8.33,3.33,7.67,High,Low,Medium,6.44
744,5.0,9.0,7.0,Low,High,Medium,7.0
745,3.0,5.5,8.0,Low,Medium,Medium,5.5
746,6.0,5.0,7.0,Medium,Low,Medium,6.0
747,1.0,4.0,7.0,Low,Low,Medium,4.0
748,7.5,4.5,8.0,Medium,Low,Medium,6.67
749,4.67,4.33,7.33,Low,Low,Medium,5.44
750,10.0,7.0,7.0,High,Medium,Medium,8.0
751,4.0,4.0,8.0,Low,Low,Medium,5.33
752,7.5,6.0,4.5,Medium,Medium,Low,6.0
753,6.67,5.0,8.0,Medium,Low,Medium,6.56
754,5.0,3.33,9.0,Low,Low,High,5.78
755,8.0,4.0,7.5,Medium,Low,Medium,6.5
756,5.0,4.5,9.5,Low,Low,High,6.33
757,5.0,7.0,8.0,Low,Medium,Medium,6.67
758,1.0,1.0,6.0,Low,Low,Medium,2.67
759,2.5,6.5,8.5,Low,Medium,High,5.83
760,8.0,7.0,7.0,Medium,Medium,Medium,7.33
761,7.33,5.33,6.67,Medium,Medium,Medium,6.44
762,4.5,4.0,9.0,Low,Low,High,5.83
763,6.0,8.0,7.0,Medium,Medium,Medium,7.0
764,4.0,7.0,9.0,Low,Medium,High,6.67
765,3.5,3.0,8.5,Low,Low,High,5.0
766,6.0,4.0,6.0,Medium,Low,Medium,5.33
767,6.0,8.0,7.5,Medium,Medium,Medium,7.17
768,7.33,3.67,6.33,Medium,Low,Medium,5.78
769,3.0,3.5,9.0,Low,Low,High,5.17
770,4.0,3.0,9.0,Low,Low,High,5.33
771,5.33,5.0,9.0,Medium,Low,High,6.44
772,8.0,6.0,1.0,Medium,Medium,Low,5.0
773,7.0,4.0,9.0,Medium,Low,High,6.67
774,7.0,6.0,8.0,Medium,Medium,Medium,7.0
775,6.0,3.5,6.0,Medium,Low,Medium,5.17
776,8.0,4.0,10.0,Medium,Low,High,7.33
777,1.0,7.0,10.0,Low,Medium,High,6.0
778,8.0,6.0,7.0,Medium,Medium,Medium,7.0
779,9.0,7.0,9.0,High,Medium,High,8.33
780,1.0,4.0,10.0,Low,Low,High,5.0
781,7.33,3.33,8.0,Medium,Low,Medium,6.22
782,5.5,5.0,7.5,Medium,Low,Medium,6.0
783,8.0,3.0,7.0,Medium,Low,Medium,6.0
784,6.0,3.0,8.0,Medium,Low,Medium,5.67
785,8.0,4.5,4.5,Medium,Low,Low,5.67
786,6.0,6.0,7.0,Medium,Medium,Medium,6.33
787,2.0,5.0,6.0,Low,Low,Medium,4.33
788,5.0,3.0,7.5,Low,Low,Medium,5.17
789,5.0,5.0,8.33,Low,Low,High,6.11
790,2.0,7.0,9.0,Low,Medium,High,6.0
791,8.33,5.67,7.33,High,Medium,Medium,7.11
792,7.0,3.0,7.0,Medium,Low,Medium,5.67
793,4.0,6.0,8.0,Low,Medium,Medium,6.0
794,3.5,6.0,6.0,Low,Medium,Medium,5.17
795,7.0,7.5,9.5,Medium,Medium,High,8.0
796,7.0,4.5,6.5,Medium,Low,Medium,6.0
797,9.0,4.0,7.0,High,Low,Medium,6.67
798,4.5,4.5,8.0,Low,Low,Medium,5.67
799,1.0,2.0,7.0,Low,Low,Medium,3.33
800,3.0,2.0,7.0,Low,Low,Medium,4.0
801,6.0,4.0,9.0,Medium,Low,High,6.33
802,7.67,4.67,6.67,Medium,Low,Medium,6.34
803,5.33,7.67,9.33,Medium,Medium,High,7.44
804,4.0,5.0,5.5,Low,Low,Medium,4.83
805,4.0,3.0,9.0,Low,Low,High,5.33
806,3.0,5.0,9.5,Low,Low,High,5.83
807,10.0,10.0,9.0,High,High,High,9.67
808,2.5,2.5,9.5,Low,Low,High,4.83
809,6.0,4.0,9.0,Medium,Low,High,6.33
810,5.5,4.5,8.5,Medium,Low,High,6.17
811,8.5,6.5,8.5,High,Medium,High,7.83
812,5.0,6.0,6.0,Low,Medium,Medium,5.67
813,4.67,4.33,8.33,Low,Low,High,5.78
814,6.5,4.0,8.5,Medium,Low,High,6.33
815,9.0,1.0,7.0,High,Low,Medium,5.67
816,5.0,5.5,7.5,Low,Medium,Medium,6.0
817,4.67,3.33,8.0,Low,Low,Medium,5.33
818,7.33,8.0,8.0,Medium,Medium,Medium,7.78
819,4.0,5.0,5.0,Low,Low,Low,4.67
820,4.5,2.0,4.5,Low,Low,Low,3.67
821,3.5,3.0,8.0,Low,Low,Medium,4.83
822,4.67,6.0,9.33,Low,Medium,High,6.67
823,4.0,5.0,9.0,Low,Low,High,6.0
824,9.0,7.0,8.0,High,Medium,Medium,8.0
825,7.33,7.67,5.67,Medium,Medium,Medium,6.89
826,9.0,6.0,6.0,High,Medium,Medium,7.0
827,9.5,4.0,8.0,High,Low,Medium,7.17
828,6.5,4.0,9.5,Medium,Low,High,6.67
829,6.0,6.0,6.33,Medium,Medium,Medium,6.11
830,6.67,6.33,7.33,Medium,Medium,Medium,6.78
831,6.0,3.5,9.0,Medium,Low,High,6.17
832,6.0,8.0,8.5,Medium,Medium,High,7.5
833,2.0,6.0,8.0,Low,Medium,Medium,5.33
834,6.0,5.67,7.67,Medium,Medium,Medium,6.45
835,7.0,6.5,9.0,Medium,Medium,High,7.5
836,3.5,6.0,9.0,Low,Medium,High,6.17
837,8.33,6.0,7.67,High,Medium,Medium,7.33
838,6.0,5.67,8.33,Medium,Medium,High,6.67
839,9.0,2.0,8.5,High,Low,High,6.5
840,5.5,7.0,9.0,Medium,Medium,High,7.17
841,4.0,7.0,10.0,Low,Medium,High,7.0
842,9.0,6.0,10.0,High,Medium,High,8.33
843,6.0,4.5,8.0,Medium,Low,Medium,6.17
844,4.5,2.5,8.0,Low,Low,Medium,5.0
845,9.0,1.0,8.0,High,Low,Medium,6.0
846,6.5,2.0,8.0,Medium,Low,Medium,5.5
847,3.67,7.33,7.67,Low,Medium,Medium,6.22
848,7.0,6.5,6.5,Medium,Medium,Medium,6.67
849,4.0,3.0,6.0,Low,Low,Medium,4.33
850,7.33,5.67,7.33,Medium,Medium,Medium,6.78
851,6.0,3.5,9.0,Medium,Low,High,6.17
852,8.0,7.0,7.0,Medium,Medium,Medium,7.33
853,7.5,6.0,8.0,Medium,Medium,Medium,7.17
854,1.0,5.0,7.0,Low,Low,Medium,4.33
855,6.0,6.5,8.0,Medium,Medium,Medium,6.83
856,5.67,8.33,9.67,Medium,High,High,7.89
857,6.0,5.0,7.0,Medium,Low,Medium,6.0
858,8.0,9.0,7.0,Medium,High,Medium,8.0
859,8.0,6.0,7.0,Medium,Medium,Medium,7.0
860,4.0,3.0,9.0,Low,Low,High,5.33
861,1.0,6.0,10.0,Low,Medium,High,5.67
862,4.5,3.5,9.5,Low,Low,High,5.83
863,7.0,6.0,7.5,Medium,Medium,Medium,6.83
864,7.5,5.0,8.0,Medium,Low,Medium,6.83
865,1.0,4.0,7.0,Low,Low,Medium,4.0
866,5.67,4.0,5.33,Medium,Low,Medium,5.0
867,1.0,3.0,6.5,Low,Low,Medium,3.5
868,6.0,5.5,6.5,Medium,Medium,Medium,6.0
869,5.0,6.0,7.5,Low,Medium,Medium,6.17
870,6.0,4.0,8.0,Medium,Low,Medium,6.0
871,6.0,3.0,8.0,Medium,Low,Medium,5.67
872,4.0,4.0,7.0,Low,Low,Medium,5.0
873,6.0,4.0,7.33,Medium,Low,Medium,5.78
874,1.0,5.5,9.0,Low,Medium,High,5.17
875,4.0,2.0,10.0,Low,Low,High,5.33
876,7.0,4.0,8.0,Medium,Low,Medium,6.33
877,5.0,4.33,9.0,Low,Low,High,6.11
878,6.0,3.0,7.0,Medium,Low,Medium,5.33
879,8.0,4.0,8.0,Medium,Low,Medium,6.67
880,9.0,8.0,10.0,High,Medium,High,9.0
881,9.0,7.5,7.0,High,Medium,Medium,7.83
882,7.5,7.0,8.0,Medium,Medium,Medium,7.5
883,9.0,6.0,7.0,High,Medium,Medium,7.33
884,6.0,1.0,8.0,Medium,Low,Medium,5.0
885,2.0,8.0,6.0,Low,Medium,Medium,5.33
886,8.0,5.5,9.5,Medium,Medium,High,7.67
887,10.0,4.0,9.0,High,Low,High,7.67
888,2.5,3.0,3.5,Low,Low,Low,3.0
889,3.0,7.0,7.0,Low,Medium,Medium,5.67
890,6.0,3.5,7.0,Medium,Low,Medium,5.5
891,4.5,3.0,10.0,Low,Low,High,5.83
892,8.0,6.0,8.5,Medium,Medium,High,7.5
893,8.0,2.5,8.5,Medium,Low,High,6.33
894,8.0,9.0,8.0,Medium,High,Medium,8.33
895,1.0,8.0,1.0,Low,Medium,Low,3.33
896,5.0,5.5,8.5,Low,Medium,High,6.33
897,5.5,6.0,8.5,Medium,Medium,High,6.67
898,6.33,4.33,7.67,Medium,Low,Medium,6.11
899,8.0,5.0,8.0,Medium,Low,Medium,7.0
900,6.0,4.5,8.5,Medium,Low,High,6.33
901,5.0,4.0,8.5,Low,Low,High,5.83
902,9.5,3.5,8.5,High,Low,High,7.17
903,7.0,8.0,5.0,Medium,Medium,Low,6.67
904,7.0,5.67,7.33,Medium,Medium,Medium,6.67
905,1.0,7.0,9.0,Low,Medium,High,5.67
906,7.5,8.0,7.5,Medium,Medium,Medium,7.67
907,4.33,3.0,6.33,Low,Low,Medium,4.55
908,8.0,4.0,4.0,Medium,Low,Low,5.33
909,6.0,6.5,3.5,Medium,Medium,Low,5.33
910,1.5,4.0,7.0,Low,Low,Medium,4.17
911,4.5,5.0,8.0,Low,Low,Medium,5.83
912,6.67,5.33,8.67,Medium,Medium,High,6.89
913,7.0,5.0,7.5,Medium,Low,Medium,6.5
914,1.0,6.5,5.0,Low,Medium,Low,4.17
915,2.0,7.0,8.0,Low,Medium,Medium,5.67
916,9.0,8.0,8.0,High,Medium,Medium,8.33
917,4.0,7.0,7.67,Low,Medium,Medium,6.22
918,6.67,4.67,7.0,Medium,Low,Medium,6.11
919,5.67,6.0,8.33,Medium,Medium,High,6.67
920,6.0,3.0,7.67,Medium,Low,Medium,5.56
921,3.0,6.67,8.0,Low,Medium,Medium,5.89
922,6.0,9.0,9.0,Medium,High,High,8.0
923,2.5,6.0,9.0,Low,Medium,High,5.83
924,2.5,5.0,9.5,Low,Low,High,5.67
925,6.67,3.33,4.33,Medium,Low,Low,4.78
926,8.5,3.0,6.5,High,Low,Medium,6.0
927,8.0,4.0,8.5,Medium,Low,High,6.83
928,7.0,5.5,8.0,Medium,Medium,Medium,6.83
929,8.0,3.0,8.0,Medium,Low,Medium,6.33
930,7.0,9.0,6.0,Medium,High,Medium,7.33
931,6.67,5.33,7.0,Medium,Medium,Medium,6.33
932,4.5,6.5,8.5,Low,Medium,High,6.5
933,3.0,4.5,9.5,Low,Low,High,5.67
934,5.0,6.0,6.5,Low,Medium,Medium,5.83
935,9.0,1.0,7.0,High,Low,Medium,5.67
936,9.0,3.0,8.0,High,Low,Medium,6.67
937,8.0,6.0,7.0,Medium,Medium,Medium,7.0
938,6.33,6.67,3.67,Medium,Medium,Low,5.56
939,4.0,7.0,9.0,Low,Medium,High,6.67
940,5.0,6.0,9.5,Low,Medium,High,6.83
941,8.0,4.0,9.0,Medium,Low,High,7.0
942,6.0,9.0,1.0,Medium,High,Low,5.33
943,9.0,3.0,7.0,High,Low,Medium,6.33
944,5.0,2.0,9.0,Low,Low,High,5.33
945,7.0,7.0,7.5,Medium,Medium,Medium,7.17
946,3.0,4.0,8.5,Low,Low,High,5.17
947,7.0,7.0,8.0,Medium,Medium,Medium,7.33
948,5.5,6.0,7.5,Medium,Medium,Medium,6.33
949,5.0,2.5,8.0,Low,Low,Medium,5.17
950,4.0,4.0,9.0,Low,Low,High,5.67
951,4.0,3.0,10.0,Low,Low,High,5.67
952,5.0,4.5,8.5,Low,Low,High,6.0
953,6.0,6.0,10.0,Medium,Medium,High,7.33
954,8.0,5.0,8.0,Medium,Low,Medium,7.0
955,1.0,4.0,9.5,Low,Low,High,4.83
956,5.67,2.33,9.0,Medium,Low,High,5.67
957,6.0,3.0,5.0,Medium,Low,Low,4.67
958,5.0,4.0,7.0,Low,Low,Medium,5.33
959,4.0,6.0,9.0,Low,Medium,High,6.33
960,6.0,7.0,9.5,Medium,Medium,High,7.5
961,6.67,5.67,7.0,Medium,Medium,Medium,6.45
962,7.67,4.67,8.0,Medium,Low,Medium,6.78
963,4.0,3.0,9.0,Low,Low,High,5.33
964,8.0,3.0,10.0,Medium,Low,High,7.0
965,4.5,1.5,5.0,Low,Low,Low,3.67
966,6.33,4.33,7.67,Medium,Low,Medium,6.11
967,1.0,6.0,8.0,Low,Medium,Medium,5.0
968,3.0,5.0,8.67,Low,Low,High,5.56
969,3.5,3.0,7.0,Low,Low,Medium,4.5
970,1.0,5.0,6.0,Low,Low,Medium,4.0
971,3.67,4.67,6.67,Low,Low,Medium,5.0
972,6.33,4.0,7.33,Medium,Low,Medium,5.89
973,6.0,6.5,9.5,Medium,Medium,High,7.33
974,8.0,10.0,8.0,Medium,High,Medium,8.67
975,5.33,6.33,8.67,Medium,Medium,High,6.78
976,7.0,7.0,8.0,Medium,Medium,Medium,7.33
977,4.0,6.0,6.5,Low,Medium,Medium,5.5
978,6.0,8.0,10.0,Medium,Medium,High,8.0
979,6.0,8.0,7.5,Medium,Medium,Medium,7.17
980,8.0,6.0,9.0,Medium,Medium,High,7.67
981,4.5,5.0,8.0,Low,Low,Medium,5.83
982,6.0,1.5,9.0,Medium,Low,High,5.5
983,7.0,6.0,8.67,Medium,Medium,High,7.22
984,8.0,2.5,7.5,Medium,Low,Medium,6.0
985,4.0,3.0,8.0,Low,Low,Medium,5.0
986,8.0,3.0,9.0,Medium,Low,High,6.67
987,8.0,9.0,9.0,Medium,High,High,8.67
988,5.5,4.0,4.0,Medium,Low,Low,4.5
989,4.0,2.0,9.5,Low,Low,High,5.17
990,10.0,7.0,9.0,High,Medium,High,8.67
991,2.5,5.5,8.0,Low,Medium,Medium,5.33
992,5.0,5.5,6.5,Low,Medium,Medium,5.67
