ticket_id,attendance_date,gender,age,age_group,ticket_type,favourite_genre,group_size,group_type,is_multiday,recommend_to_friend
354,2025-05-02,Female,25,25-34,3-day Pass,Pop,3,Group,True,True
355,2025-05-02,Male,24,18-24,3-day Pass,Pop,3,Group,True,False
356,2025-05-02,Female,23,18-24,3-day Pass,Rock,2,Couple,True,True
357,2025-05-03,Male,22,18-24,VIP,Rock,3,Group,True,True
358,2025-05-02,Male,20,18-24,1-day Pass,Reggaeton,5,Group,False,True
359,2025-05-03,Other,30,25-34,3-day Pass,Reggaeton,3,Group,True,False
360,2025-05-02,Male,26,25-34,VIP,Pop,4,Group,True,False
361,2025-05-03,Female,20,18-24,VIP,Pop,3,Group,True,True
362,2025-05-01,Female,29,25-34,3-day Pass,Reggaeton,4,Group,True,False
363,2025-05-01,Female,18,18-24,1-day Pass,Rock,4,Group,False,False
364,2025-05-03,Male,21,18-24,3-day Pass,Hip-Hop,4,Group,True,True
365,2025-05-01,Female,30,25-34,3-day Pass,Rock,1,Individual,True,False
366,2025-05-01,Female,28,25-34,3-day Pass,Reggaeton,3,Group,True,True
367,2025-05-01,Female,25,25-34,3-day Pass,Rock,4,Group,True,True
368,2025-05-03,Male,26,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
369,2025-05-03,Male,29,25-34,3-day Pass,Electronic,5,Group,True,True
370,2025-05-03,Male,25,25-34,3-day Pass,Rock,3,Group,True,True
371,2025-05-02,Male,31,25-34,3-day Pass,Rock,3,Group,True,True
372,2025-05-02,Female,30,25-34,VIP,Rock,4,Group,True,True
373,2025-05-03,Male,18,18-24,1-day Pass,Rock,2,Couple,False,True
374,2025-05-03,Female,18,18-24,3-day Pass,Hip-Hop,3,Group,True,True
375,2025-05-01,Male,27,25-34,1-day Pass,Hip-Hop,3,Group,False,True
376,2025-05-01,Female,29,25-34,3-day Pass,Pop,2,Couple,True,False
377,2025-05-01,Other,21,18-24,VIP,Electronic,1,Individual,True,True
378,2025-05-01,Female,27,25-34,3-day Pass,Pop,2,Couple,True,False
379,2025-05-02,Male,27,25-34,3-day Pass,Rock,3,Group,True,True
380,2025-05-02,Female,28,25-34,VIP,Pop,5,Group,True,True
381,2025-05-01,Female,22,18-24,3-day Pass,Hip-Hop,5,Group,True,False
382,2025-05-02,Female,18,18-24,VIP,Reggaeton,4,Group,True,True
383,2025-05-02,Female,31,25-34,3-day Pass,Rock,1,Individual,True,True
384,2025-05-01,Female,25,25-34,VIP,Rock,2,Couple,True,False
385,2025-05-01,Female,26,25-34,VIP,Rock,3,Group,True,True
386,2025-05-03,Male,28,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
387,2025-05-01,Female,31,25-34,1-day Pass,Rock,3,Group,False,False
257,2025-05-02,Female,20,18-24,3-day Pass,Rock,4,Group,True,True
388,2025-05-03,Male,29,25-34,3-day Pass,Pop,1,Individual,True,True
389,2025-05-01,Female,24,18-24,3-day Pass,Electronic,5,Group,True,True
390,2025-05-01,Female,27,25-34,3-day Pass,Rock,3,Group,True,True
391,2025-05-01,Other,18,18-24,3-day Pass,Electronic,2,Couple,True,True
392,2025-05-03,Male,26,25-34,VIP,Pop,2,Couple,True,False
393,2025-05-03,Male,25,25-34,3-day Pass,Rock,5,Group,True,True
394,2025-05-03,Female,29,25-34,3-day Pass,Hip-Hop,4,Group,True,False
395,2025-05-02,Other,26,25-34,3-day Pass,Pop,4,Group,True,True
396,2025-05-01,Female,29,25-34,1-day Pass,Rock,3,Group,False,False
397,2025-05-01,Male,26,25-34,3-day Pass,Reggaeton,4,Group,True,True
398,2025-05-02,Male,26,25-34,3-day Pass,Rock,1,Individual,True,False
399,2025-05-02,Female,18,18-24,3-day Pass,Hip-Hop,3,Group,True,True
400,2025-05-03,Female,18,18-24,3-day Pass,Rock,3,Group,True,False
401,2025-05-03,Female,27,25-34,3-day Pass,Pop,3,Group,True,True
402,2025-05-03,Female,24,18-24,3-day Pass,Electronic,2,Couple,True,True
403,2025-05-02,Male,18,18-24,3-day Pass,Rock,5,Group,True,True
404,2025-05-01,Other,29,25-34,3-day Pass,Pop,5,Group,True,True
405,2025-05-02,Other,28,25-34,3-day Pass,Reggaeton,3,Group,True,True
406,2025-05-02,Male,27,25-34,VIP,Electronic,2,Couple,True,False
407,2025-05-03,Female,28,25-34,3-day Pass,Electronic,1,Individual,True,True
408,2025-05-03,Female,24,18-24,3-day Pass,Rock,3,Group,True,False
409,2025-05-03,Male,32,25-34,VIP,Hip-Hop,1,Individual,True,True
410,2025-05-02,Female,25,25-34,VIP,Rock,3,Group,True,False
411,2025-05-02,Female,18,18-24,3-day Pass,Rock,4,Group,True,False
412,2025-05-02,Female,29,25-34,VIP,Rock,2,Couple,True,True
413,2025-05-02,Male,22,18-24,3-day Pass,Pop,2,Couple,True,True
414,2025-05-02,Female,26,25-34,3-day Pass,Reggaeton,1,Individual,True,False
415,2025-05-01,Female,20,18-24,3-day Pass,Pop,3,Group,True,False
416,2025-05-01,Male,30,25-34,3-day Pass,Rock,4,Group,True,True
417,2025-05-01,Female,18,18-24,3-day Pass,Electronic,4,Group,True,False
418,2025-05-02,Female,25,25-34,1-day Pass,Hip-Hop,5,Group,False,True
419,2025-05-02,Female,32,25-34,3-day Pass,Hip-Hop,3,Group,True,False
420,2025-05-02,Female,26,25-34,1-day Pass,Pop,4,Group,False,True
421,2025-05-02,Male,28,25-34,3-day Pass,Pop,3,Group,True,True
422,2025-05-03,Female,23,18-24,VIP,Hip-Hop,5,Group,True,False
423,2025-05-03,Female,32,25-34,1-day Pass,Pop,3,Group,False,False
424,2025-05-01,Male,22,18-24,3-day Pass,Pop,5,Group,True,True
425,2025-05-02,Male,27,25-34,1-day Pass,Electronic,2,Couple,False,True
426,2025-05-03,Male,27,25-34,VIP,Pop,5,Group,True,True
427,2025-05-02,Male,20,18-24,1-day Pass,Pop,2,Couple,False,True
428,2025-05-01,Female,18,18-24,3-day Pass,Rock,3,Group,True,False
429,2025-05-03,Female,18,18-24,3-day Pass,Reggaeton,5,Group,True,True
430,2025-05-02,Female,19,18-24,VIP,Rock,3,Group,True,False
431,2025-05-03,Female,32,25-34,3-day Pass,Rock,3,Group,True,True
432,2025-05-01,Male,25,25-34,1-day Pass,Pop,1,Individual,False,False
433,2025-05-02,Female,19,18-24,VIP,Reggaeton,4,Group,True,True
434,2025-05-03,Female,23,18-24,VIP,Pop,1,Individual,True,False
435,2025-05-02,Male,28,25-34,3-day Pass,Pop,4,Group,True,True
436,2025-05-02,Female,21,18-24,1-day Pass,Electronic,5,Group,False,True
437,2025-05-03,Female,18,18-24,3-day Pass,Rock,5,Group,True,False
438,2025-05-01,Female,26,25-34,1-day Pass,Hip-Hop,5,Group,False,False
439,2025-05-03,Female,29,25-34,VIP,Rock,5,Group,True,True
440,2025-05-03,Other,25,25-34,3-day Pass,Rock,3,Group,True,True
441,2025-05-01,Male,31,25-34,1-day Pass,Reggaeton,4,Group,False,True
442,2025-05-01,Male,23,18-24,1-day Pass,Hip-Hop,3,Group,False,True
443,2025-05-01,Female,24,18-24,3-day Pass,Hip-Hop,5,Group,True,True
444,2025-05-01,Male,23,18-24,VIP,Hip-Hop,4,Group,True,True
445,2025-05-03,Female,25,25-34,3-day Pass,Pop,5,Group,True,True
446,2025-05-03,Male,31,25-34,3-day Pass,Rock,1,Individual,True,True
447,2025-05-03,Male,26,25-34,VIP,Rock,1,Individual,True,True
448,2025-05-01,Female,29,25-34,3-day Pass,Rock,3,Group,True,True
449,2025-05-03,Female,30,25-34,3-day Pass,Electronic,2,Couple,True,True
450,2025-05-01,Female,27,25-34,3-day Pass,Rock,1,Individual,True,True
451,2025-05-02,Other,22,18-24,3-day Pass,Reggaeton,1,Individual,True,False
452,2025-05-03,Male,25,25-34,3-day Pass,Pop,3,Group,True,True
453,2025-05-03,Female,31,25-34,1-day Pass,Rock,2,Couple,False,True
454,2025-05-03,Female,21,18-24,1-day Pass,Rock,5,Group,False,True
455,2025-05-01,Male,19,18-24,VIP,Pop,3,Group,True,True
456,2025-05-03,Female,31,25-34,3-day Pass,Pop,3,Group,True,True
457,2025-05-02,Male,28,25-34,VIP,Pop,4,Group,True,True
458,2025-05-01,Male,29,25-34,3-day Pass,Hip-Hop,1,Individual,True,True
459,2025-05-03,Other,20,18-24,3-day Pass,Rock,1,Individual,True,True
460,2025-05-01,Male,19,18-24,3-day Pass,Pop,1,Individual,True,False
461,2025-05-03,Male,23,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
462,2025-05-03,Female,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
463,2025-05-01,Male,29,25-34,VIP,Reggaeton,4,Group,True,True
464,2025-05-01,Male,21,18-24,3-day Pass,Rock,4,Group,True,True
465,2025-05-03,Male,30,25-34,3-day Pass,Reggaeton,5,Group,True,True
466,2025-05-02,Male,27,25-34,VIP,Rock,2,Couple,True,True
467,2025-05-01,Female,32,25-34,VIP,Rock,2,Couple,True,True
468,2025-05-01,Female,18,18-24,3-day Pass,Pop,1,Individual,True,True
469,2025-05-01,Male,26,25-34,1-day Pass,Electronic,5,Group,False,True
470,2025-05-03,Male,21,18-24,3-day Pass,Electronic,3,Group,True,False
471,2025-05-03,Female,29,25-34,1-day Pass,Hip-Hop,2,Couple,False,False
472,2025-05-03,Female,23,18-24,VIP,Pop,5,Group,True,True
473,2025-05-01,Female,29,25-34,3-day Pass,Rock,3,Group,True,True
474,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,False
475,2025-05-02,Male,26,25-34,VIP,Hip-Hop,3,Group,True,True
476,2025-05-02,Female,24,18-24,3-day Pass,Rock,5,Group,True,True
477,2025-05-02,Female,23,18-24,3-day Pass,Reggaeton,4,Group,True,False
478,2025-05-01,Female,26,25-34,3-day Pass,Hip-Hop,4,Group,True,True
479,2025-05-03,Female,24,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
480,2025-05-03,Female,18,18-24,3-day Pass,Hip-Hop,3,Group,True,True
481,2025-05-01,Female,18,18-24,3-day Pass,Rock,3,Group,True,True
482,2025-05-03,Female,20,18-24,1-day Pass,Rock,1,Individual,False,False
483,2025-05-02,Male,24,18-24,1-day Pass,Hip-Hop,3,Group,False,True
484,2025-05-01,Male,27,25-34,1-day Pass,Pop,5,Group,False,False
485,2025-05-01,Female,24,18-24,1-day Pass,Hip-Hop,2,Couple,False,True
486,2025-05-02,Male,19,18-24,3-day Pass,Rock,5,Group,True,True
487,2025-05-02,Female,20,18-24,3-day Pass,Electronic,3,Group,True,False
488,2025-05-02,Female,18,18-24,1-day Pass,Rock,3,Group,False,True
489,2025-05-02,Female,18,18-24,1-day Pass,Pop,3,Group,False,True
490,2025-05-02,Male,21,18-24,3-day Pass,Rock,3,Group,True,True
491,2025-05-02,Female,30,25-34,VIP,Pop,2,Couple,True,True
492,2025-05-02,Male,18,18-24,VIP,Electronic,3,Group,True,True
493,2025-05-03,Female,23,18-24,VIP,Reggaeton,3,Group,True,False
183,2025-05-02,Female,24,18-24,VIP,Reggaeton,4,Group,True,True
494,2025-05-01,Male,29,25-34,3-day Pass,Pop,2,Couple,True,True
495,2025-05-02,Male,20,18-24,3-day Pass,Electronic,5,Group,True,True
496,2025-05-03,Female,18,18-24,3-day Pass,Pop,3,Group,True,False
497,2025-05-03,Female,25,25-34,3-day Pass,Rock,5,Group,True,True
498,2025-05-02,Male,28,25-34,VIP,Electronic,5,Group,True,True
499,2025-05-02,Female,18,18-24,3-day Pass,Rock,4,Group,True,True
500,2025-05-02,Female,18,18-24,3-day Pass,Rock,4,Group,True,False
501,2025-05-01,Male,26,25-34,VIP,Reggaeton,2,Couple,True,True
502,2025-05-02,Female,22,18-24,3-day Pass,Rock,4,Group,True,False
503,2025-05-02,Female,21,18-24,3-day Pass,Reggaeton,4,Group,True,True
504,2025-05-01,Male,31,25-34,1-day Pass,Pop,4,Group,False,False
505,2025-05-03,Male,29,25-34,3-day Pass,Rock,2,Couple,True,True
506,2025-05-03,Male,22,18-24,VIP,Hip-Hop,3,Group,True,False
3,2025-05-01,Female,26,25-34,3-day Pass,Hip-Hop,5,Group,True,False
507,2025-05-02,Female,23,18-24,3-day Pass,Hip-Hop,3,Group,True,True
508,2025-05-02,Other,27,25-34,3-day Pass,Rock,3,Group,True,False
509,2025-05-02,Male,28,25-34,3-day Pass,Pop,3,Group,True,True
510,2025-05-02,Female,26,25-34,VIP,Reggaeton,5,Group,True,False
511,2025-05-03,Female,26,25-34,3-day Pass,Rock,2,Couple,True,False
512,2025-05-03,Female,18,18-24,3-day Pass,Electronic,4,Group,True,True
513,2025-05-01,Female,25,25-34,3-day Pass,Rock,3,Group,True,True
514,2025-05-01,Male,22,18-24,3-day Pass,Rock,3,Group,True,True
515,2025-05-01,Female,25,25-34,3-day Pass,Reggaeton,4,Group,True,True
516,2025-05-02,Female,19,18-24,3-day Pass,Rock,5,Group,True,True
517,2025-05-01,Female,27,25-34,VIP,Hip-Hop,3,Group,True,False
426,2025-05-01,Female,18,18-24,VIP,Electronic,4,Group,True,True
518,2025-05-01,Male,18,18-24,VIP,Rock,3,Group,True,True
519,2025-05-03,Male,28,25-34,3-day Pass,Pop,5,Group,True,True
520,2025-05-01,Male,18,18-24,1-day Pass,Rock,3,Group,False,False
521,2025-05-01,Female,18,18-24,3-day Pass,Rock,3,Group,True,True
522,2025-05-01,Male,24,18-24,3-day Pass,Pop,5,Group,True,True
523,2025-05-02,Male,23,18-24,VIP,Electronic,2,Couple,True,True
524,2025-05-01,Male,29,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
525,2025-05-03,Male,25,25-34,VIP,Pop,4,Group,True,False
509,2025-05-01,Female,22,18-24,3-day Pass,Reggaeton,5,Group,True,True
526,2025-05-02,Female,26,25-34,3-day Pass,Pop,3,Group,True,True
527,2025-05-02,Male,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
528,2025-05-02,Female,29,25-34,3-day Pass,Reggaeton,3,Group,True,True
529,2025-05-01,Female,20,18-24,3-day Pass,Rock,5,Group,True,False
530,2025-05-02,Female,30,25-34,3-day Pass,Pop,5,Group,True,True
531,2025-05-03,Male,28,25-34,3-day Pass,Rock,2,Couple,True,False
532,2025-05-01,Female,18,18-24,3-day Pass,Rock,3,Group,True,True
533,2025-05-01,Male,29,25-34,VIP,Pop,4,Group,True,True
534,2025-05-02,Male,28,25-34,1-day Pass,Hip-Hop,2,Couple,False,True
535,2025-05-01,Female,28,25-34,3-day Pass,Rock,3,Group,True,True
536,2025-05-03,Female,20,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
537,2025-05-02,Male,23,18-24,1-day Pass,Rock,1,Individual,False,True
538,2025-05-03,Female,28,25-34,VIP,Rock,3,Group,True,True
539,2025-05-01,Female,29,25-34,3-day Pass,Hip-Hop,3,Group,True,True
540,2025-05-03,Female,25,25-34,3-day Pass,Rock,3,Group,True,True
541,2025-05-01,Male,27,25-34,1-day Pass,Hip-Hop,4,Group,False,False
542,2025-05-02,Male,29,25-34,3-day Pass,Hip-Hop,3,Group,True,True
543,2025-05-02,Male,18,18-24,3-day Pass,Reggaeton,2,Couple,True,True
544,2025-05-03,Male,29,25-34,VIP,Pop,3,Group,True,True
545,2025-05-01,Male,25,25-34,3-day Pass,Electronic,2,Couple,True,True
546,2025-05-03,Male,20,18-24,3-day Pass,Electronic,5,Group,True,True
547,2025-05-02,Male,26,25-34,VIP,Rock,4,Group,True,False
548,2025-05-02,Female,19,18-24,3-day Pass,Pop,5,Group,True,False
549,2025-05-03,Female,29,25-34,VIP,Pop,5,Group,True,False
550,2025-05-03,Male,23,18-24,1-day Pass,Rock,3,Group,False,False
551,2025-05-01,Male,21,18-24,3-day Pass,Hip-Hop,5,Group,True,True
552,2025-05-02,Female,23,18-24,3-day Pass,Electronic,3,Group,True,True
553,2025-05-01,Male,18,18-24,VIP,Reggaeton,2,Couple,True,False
554,2025-05-01,Female,32,25-34,VIP,Pop,4,Group,True,True
555,2025-05-02,Female,18,18-24,3-day Pass,Rock,2,Couple,True,True
556,2025-05-03,Female,22,18-24,3-day Pass,Reggaeton,5,Group,True,True
557,2025-05-01,Female,18,18-24,1-day Pass,Pop,4,Group,False,True
558,2025-05-02,Female,21,18-24,3-day Pass,Pop,3,Group,True,True
559,2025-05-01,Female,18,18-24,VIP,Hip-Hop,2,Couple,True,False
560,2025-05-03,Other,27,25-34,VIP,Rock,3,Group,True,True
561,2025-05-03,Other,26,25-34,3-day Pass,Pop,4,Group,True,False
562,2025-05-03,Male,19,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
563,2025-05-03,Female,21,18-24,3-day Pass,Rock,4,Group,True,False
564,2025-05-01,Female,29,25-34,3-day Pass,Hip-Hop,5,Group,True,False
565,2025-05-03,Female,25,25-34,1-day Pass,Hip-Hop,3,Group,False,True
566,2025-05-02,Male,30,25-34,VIP,Rock,1,Individual,True,False
567,2025-05-01,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
568,2025-05-03,Female,33,25-34,3-day Pass,Electronic,2,Couple,True,True
569,2025-05-03,Female,18,18-24,3-day Pass,Pop,3,Group,True,False
570,2025-05-01,Male,24,18-24,1-day Pass,Rock,2,Couple,False,False
571,2025-05-02,Other,23,18-24,VIP,Rock,5,Group,True,True
572,2025-05-02,Female,18,18-24,1-day Pass,Hip-Hop,3,Group,False,False
573,2025-05-02,Female,18,18-24,3-day Pass,Rock,3,Group,True,False
574,2025-05-02,Female,24,18-24,1-day Pass,Hip-Hop,3,Group,False,True
575,2025-05-01,Female,27,25-34,3-day Pass,Rock,5,Group,True,False
576,2025-05-02,Female,27,25-34,1-day Pass,Rock,4,Group,False,False
577,2025-05-01,Male,23,18-24,3-day Pass,Reggaeton,2,Couple,True,True
578,2025-05-02,Female,31,25-34,1-day Pass,Reggaeton,4,Group,False,True
579,2025-05-02,Male,23,18-24,1-day Pass,Pop,4,Group,False,False
580,2025-05-01,Female,27,25-34,3-day Pass,Pop,3,Group,True,False
581,2025-05-01,Male,31,25-34,3-day Pass,Rock,4,Group,True,True
582,2025-05-01,Female,25,25-34,3-day Pass,Hip-Hop,1,Individual,True,True
583,2025-05-03,Female,24,18-24,3-day Pass,Pop,5,Group,True,True
584,2025-05-03,Male,30,25-34,3-day Pass,Hip-Hop,5,Group,True,True
585,2025-05-01,Female,26,25-34,3-day Pass,Rock,5,Group,True,True
586,2025-05-03,Male,28,25-34,3-day Pass,Rock,5,Group,True,True
587,2025-05-01,Male,27,25-34,3-day Pass,Electronic,5,Group,True,True
588,2025-05-02,Male,27,25-34,3-day Pass,Pop,1,Individual,True,False
589,2025-05-01,Male,20,18-24,3-day Pass,Rock,3,Group,True,False
590,2025-05-02,Male,20,18-24,3-day Pass,Pop,4,Group,True,False
158,2025-05-02,Male,23,18-24,VIP,Rock,5,Group,True,True
591,2025-05-03,Male,31,25-34,VIP,Electronic,3,Group,True,True
592,2025-05-02,Male,26,25-34,VIP,Rock,3,Group,True,True
593,2025-05-03,Female,25,25-34,3-day Pass,Pop,3,Group,True,True
594,2025-05-03,Male,18,18-24,1-day Pass,Pop,4,Group,False,False
595,2025-05-02,Female,22,18-24,1-day Pass,Hip-Hop,4,Group,False,False
596,2025-05-02,Male,18,18-24,1-day Pass,Reggaeton,3,Group,False,True
597,2025-05-01,Female,21,18-24,3-day Pass,Pop,3,Group,True,False
598,2025-05-01,Female,27,25-34,3-day Pass,Rock,5,Group,True,True
599,2025-05-02,Male,28,25-34,1-day Pass,Rock,4,Group,False,False
600,2025-05-02,Male,24,18-24,VIP,Pop,2,Couple,True,True
601,2025-05-02,Female,22,18-24,3-day Pass,Reggaeton,3,Group,True,True
602,2025-05-01,Male,24,18-24,3-day Pass,Reggaeton,4,Group,True,False
603,2025-05-02,Other,20,18-24,1-day Pass,Rock,5,Group,False,True
604,2025-05-01,Female,25,25-34,VIP,Rock,2,Couple,True,True
605,2025-05-03,Male,24,18-24,VIP,Pop,4,Group,True,True
606,2025-05-01,Female,27,25-34,1-day Pass,Electronic,4,Group,False,False
354,2025-05-01,Female,22,18-24,3-day Pass,Rock,4,Group,True,True
607,2025-05-01,Female,29,25-34,1-day Pass,Pop,1,Individual,False,True
608,2025-05-02,Male,22,18-24,3-day Pass,Rock,3,Group,True,False
609,2025-05-02,Male,27,25-34,3-day Pass,Rock,2,Couple,True,True
610,2025-05-01,Male,28,25-34,3-day Pass,Hip-Hop,3,Group,True,False
611,2025-05-03,Male,25,25-34,VIP,Rock,4,Group,True,True
612,2025-05-03,Male,26,25-34,VIP,Pop,3,Group,True,True
613,2025-05-01,Female,29,25-34,1-day Pass,Pop,4,Group,False,True
614,2025-05-02,Female,29,25-34,3-day Pass,Reggaeton,4,Group,True,True
615,2025-05-03,Male,24,18-24,3-day Pass,Hip-Hop,3,Group,True,True
616,2025-05-01,Female,32,25-34,1-day Pass,Rock,2,Couple,False,True
617,2025-05-01,Male,21,18-24,1-day Pass,Rock,1,Individual,False,True
618,2025-05-03,Female,31,25-34,3-day Pass,Rock,2,Couple,True,True
619,2025-05-03,Female,18,18-24,3-day Pass,Pop,5,Group,True,True
620,2025-05-03,Male,18,18-24,1-day Pass,Hip-Hop,5,Group,False,True
621,2025-05-02,Female,24,18-24,1-day Pass,Rock,4,Group,False,True
622,2025-05-02,Male,21,18-24,3-day Pass,Pop,3,Group,True,False
623,2025-05-01,Male,24,18-24,1-day Pass,Electronic,5,Group,False,True
624,2025-05-03,Male,22,18-24,1-day Pass,Pop,2,Couple,False,False
625,2025-05-02,Female,33,25-34,3-day Pass,Rock,5,Group,True,True
626,2025-05-02,Female,30,25-34,1-day Pass,Rock,5,Group,False,True
627,2025-05-02,Male,31,25-34,3-day Pass,Rock,2,Couple,True,False
628,2025-05-03,Male,28,25-34,VIP,Rock,5,Group,True,True
629,2025-05-02,Female,30,25-34,1-day Pass,Pop,3,Group,False,True
630,2025-05-02,Male,22,18-24,3-day Pass,Pop,2,Couple,True,True
631,2025-05-01,Male,26,25-34,3-day Pass,Rock,3,Group,True,True
632,2025-05-02,Female,25,25-34,3-day Pass,Hip-Hop,4,Group,True,False
633,2025-05-02,Female,25,25-34,1-day Pass,Electronic,3,Group,False,True
634,2025-05-02,Female,29,25-34,1-day Pass,Pop,4,Group,False,True
635,2025-05-01,Male,23,18-24,1-day Pass,Pop,4,Group,False,True
636,2025-05-02,Female,26,25-34,1-day Pass,Rock,3,Group,False,True
637,2025-05-02,Male,26,25-34,3-day Pass,Hip-Hop,5,Group,True,True
638,2025-05-02,Female,26,25-34,1-day Pass,Rock,3,Group,False,True
639,2025-05-01,Male,25,25-34,3-day Pass,Pop,3,Group,True,True
640,2025-05-03,Female,21,18-24,3-day Pass,Pop,2,Couple,True,True
641,2025-05-03,Female,27,25-34,3-day Pass,Hip-Hop,4,Group,True,True
642,2025-05-03,Female,23,18-24,3-day Pass,Hip-Hop,3,Group,True,False
643,2025-05-01,Male,29,25-34,3-day Pass,Pop,3,Group,True,True
226,2025-05-02,Male,22,18-24,3-day Pass,Rock,3,Group,True,True
644,2025-05-02,Male,27,25-34,3-day Pass,Pop,2,Couple,True,False
645,2025-05-01,Other,24,18-24,1-day Pass,Hip-Hop,3,Group,False,True
646,2025-05-02,Female,26,25-34,3-day Pass,Reggaeton,4,Group,True,False
647,2025-05-02,Female,18,18-24,3-day Pass,Rock,3,Group,True,True
648,2025-05-01,Other,28,25-34,VIP,Hip-Hop,4,Group,True,True
649,2025-05-03,Female,21,18-24,3-day Pass,Reggaeton,3,Group,True,True
650,2025-05-03,Male,18,18-24,1-day Pass,Rock,5,Group,False,False
651,2025-05-02,Female,27,25-34,3-day Pass,Rock,3,Group,True,True
652,2025-05-03,Female,22,18-24,1-day Pass,Hip-Hop,2,Couple,False,True
653,2025-05-03,Female,25,25-34,VIP,Rock,2,Couple,True,True
654,2025-05-01,Other,26,25-34,VIP,Pop,5,Group,True,False
655,2025-05-03,Female,22,18-24,3-day Pass,Electronic,4,Group,True,False
656,2025-05-02,Female,27,25-34,3-day Pass,Hip-Hop,3,Group,True,True
657,2025-05-02,Male,18,18-24,3-day Pass,Rock,3,Group,True,True
658,2025-05-03,Male,21,18-24,3-day Pass,Rock,2,Couple,True,True
659,2025-05-03,Female,19,18-24,1-day Pass,Electronic,3,Group,False,True
651,2025-05-01,Male,20,18-24,3-day Pass,Hip-Hop,5,Group,True,True
660,2025-05-03,Female,19,18-24,VIP,Reggaeton,2,Couple,True,True
661,2025-05-03,Male,18,18-24,3-day Pass,Pop,4,Group,True,True
662,2025-05-01,Female,30,25-34,1-day Pass,Reggaeton,2,Couple,False,True
663,2025-05-03,Female,26,25-34,3-day Pass,Reggaeton,2,Couple,True,True
664,2025-05-03,Male,24,18-24,VIP,Rock,5,Group,True,True
283,2025-05-01,Female,20,18-24,3-day Pass,Hip-Hop,5,Group,True,True
665,2025-05-01,Other,23,18-24,3-day Pass,Rock,4,Group,True,True
666,2025-05-03,Female,21,18-24,3-day Pass,Rock,3,Group,True,False
667,2025-05-02,Female,29,25-34,3-day Pass,Rock,2,Couple,True,True
668,2025-05-01,Female,19,18-24,3-day Pass,Rock,3,Group,True,True
669,2025-05-01,Female,31,25-34,3-day Pass,Pop,4,Group,True,True
223,2025-05-02,Male,31,25-34,3-day Pass,Pop,3,Group,True,True
670,2025-05-01,Male,26,25-34,3-day Pass,Pop,3,Group,True,False
671,2025-05-02,Male,25,25-34,1-day Pass,Hip-Hop,4,Group,False,True
672,2025-05-03,Female,25,25-34,1-day Pass,Rock,5,Group,False,True
673,2025-05-02,Male,22,18-24,VIP,Rock,5,Group,True,True
674,2025-05-03,Male,31,25-34,VIP,Rock,3,Group,True,False
675,2025-05-01,Other,20,18-24,3-day Pass,Pop,1,Individual,True,True
