ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend,spent_that_day,mean_rating,is_multiday,age_group,satisfaction_level,cleanliness_level,security_level,group_type
163,3-day Pass,2025-05-02,27,Other,3,2.47,54.53,44.33,Card,Rock,1.0,10.0,10.0,True,101.33,7.0,True,25-34,Low,High,High,Group
164,VIP,2025-05-02,18,Male,3,12.03,21.93,87.81,Festival App,Rock,8.0,9.0,6.0,True,121.77,7.67,True,18-24,Medium,Medium,High,Group
165,1-day Pass,2025-05-01,24,Female,2,24.82,3.52,67.73,Card,Pop,8.0,10.0,6.0,False,96.07,8.0,False,18-24,Medium,Medium,High,Couple
166,3-day Pass,2025-05-01,23,Female,5,8.28,1.85,36.01,Card,Rock,8.0,8.5,8.0,True,46.14,8.17,True,18-24,Medium,Medium,High,Group
167,1-day Pass,2025-05-02,23,Male,4,28.72,45.34,1.96,Cash,Hip-Hop,7.5,9.5,3.0,True,76.02,6.67,False,18-24,Medium,Low,High,Group
168,3-day Pass,2025-05-01,30,Male,2,3.72,32.15,53.77,Cash,Rock,3.0,8.5,5.0,True,89.64,5.5,True,25-34,Low,Low,High,Couple
169,3-day Pass,2025-05-03,18,Male,4,37.15,26.49,9.06,Card,Rock,5.5,7.0,6.5,True,72.7,6.33,True,18-24,Medium,Medium,Medium,Group
170,3-day Pass,2025-05-02,25,Male,3,0.97,2.31,45.19,Cash,Rock,4.5,8.0,6.5,False,48.47,6.33,True,25-34,Low,Medium,Medium,Group
171,VIP,2025-05-02,30,Male,4,20.56,51.08,69.23,Cash,Pop,7.0,8.0,7.67,False,140.87,7.56,True,25-34,Medium,Medium,Medium,Group
172,1-day Pass,2025-05-02,29,Female,4,13.88,31.8,9.13,Card,Electronic,8.0,2.0,5.0,True,54.81,5.0,False,25-34,Medium,Low,Low,Group
173,3-day Pass,2025-05-03,26,Male,2,0.32,7.79,18.94,Cash,Rock,8.33,7.33,2.33,True,27.05,6.0,True,25-34,High,Low,Medium,Couple
174,3-day Pass,2025-05-03,18,Male,5,5.97,46.94,21.21,Card,Rock,8.0,8.0,4.0,False,74.12,6.67,True,18-24,Medium,Low,Medium,Group
175,VIP,2025-05-03,18,Male,5,45.02,4.57,33.71,Card,Electronic,6.0,7.0,5.0,True,83.3,6.0,True,18-24,Medium,Low,Medium,Group
176,VIP,2025-05-01,30,Female,4,43.09,38.79,54.41,Card,Pop,2.0,8.0,2.0,True,136.29,4.0,True,25-34,Low,Low,Medium,Group
177,3-day Pass,2025-05-03,29,Male,2,47.31,35.51,44.81,Card,Pop,1.0,7.0,8.0,True,127.63,5.33,True,25-34,Low,Medium,Medium,Couple
178,3-day Pass,2025-05-01,25,Male,3,9.31,20.28,16.8,Card,Pop,6.5,8.5,6.5,True,46.39,7.17,True,25-34,Medium,Medium,High,Group
179,VIP,2025-05-03,21,Female,1,34.51,45.3,5.02,Card,Electronic,6.0,9.0,5.0,True,84.83,6.67,True,18-24,Medium,Low,High,Individual
180,1-day Pass,2025-05-02,33,Male,4,10.04,43.64,42.0,Card,Pop,8.0,10.0,6.0,True,95.68,8.0,False,25-34,Medium,Medium,High,Group
181,3-day Pass,2025-05-02,18,Female,2,36.61,49.48,18.96,Cash,Rock,7.0,10.0,9.0,True,105.05,8.67,True,18-24,Medium,High,High,Couple
182,3-day Pass,2025-05-02,18,Female,4,15.93,35.37,88.23,Festival App,Rock,7.0,8.0,4.0,False,139.53,6.33,True,18-24,Medium,Low,Medium,Group
183,3-day Pass,2025-05-03,23,Male,5,26.67,0.87,32.94,Card,Rock,5.67,8.67,5.0,True,60.48,6.45,True,18-24,Medium,Low,High,Group
184,1-day Pass,2025-05-02,22,Female,1,44.35,2.15,28.73,Cash,Hip-Hop,9.0,5.0,10.0,False,75.23,8.0,False,18-24,High,High,Low,Individual
185,3-day Pass,2025-05-03,25,Male,3,37.64,1.26,1.38,Card,Rock,6.0,8.0,3.0,False,40.28,5.67,True,25-34,Medium,Low,Medium,Group
186,3-day Pass,2025-05-02,22,Male,1,32.44,4.79,45.71,Card,Pop,7.0,8.5,6.5,True,82.94,7.33,True,18-24,Medium,Medium,High,Individual
187,3-day Pass,2025-05-03,18,Male,4,24.47,36.08,51.27,Cash,Hip-Hop,8.0,10.0,4.0,False,111.82,7.33,True,18-24,Medium,Low,High,Group
188,1-day Pass,2025-05-03,30,Female,3,22.18,40.33,87.7,Card,Hip-Hop,8.0,7.0,2.0,False,150.21,5.67,False,25-34,Medium,Low,Medium,Group
189,3-day Pass,2025-05-02,21,Female,3,4.22,53.25,81.6,Card,Pop,1.0,7.67,5.67,True,139.07,4.78,True,18-24,Low,Medium,Medium,Group
190,3-day Pass,2025-05-01,24,Female,4,39.9,38.38,81.22,Festival App,Reggaeton,8.0,6.0,4.33,False,159.5,6.11,True,18-24,Medium,Low,Medium,Group
191,3-day Pass,2025-05-01,21,Other,2,20.41,55.88,53.03,Card,Hip-Hop,4.67,8.33,7.0,False,129.32,6.67,True,18-24,Low,Medium,High,Couple
192,3-day Pass,2025-05-03,26,Male,2,6.45,21.14,23.3,Card,Reggaeton,8.0,10.0,7.0,True,50.89,8.33,True,25-34,Medium,Medium,High,Couple
193,1-day Pass,2025-05-01,18,Other,4,36.81,40.78,7.12,Cash,Rock,9.0,8.0,4.5,True,84.71,7.17,False,18-24,High,Low,Medium,Group
194,3-day Pass,2025-05-02,23,Female,3,6.89,6.52,73.09,Card,Rock,8.0,7.5,4.0,False,86.5,6.5,True,18-24,Medium,Low,Medium,Group
195,3-day Pass,2025-05-01,18,Female,2,7.03,12.73,20.98,Card,Pop,10.0,8.0,2.0,True,40.74,6.67,True,18-24,High,Low,Medium,Couple
196,3-day Pass,2025-05-02,25,Female,3,20.49,18.94,80.77,Card,Pop,8.0,9.0,3.0,False,120.2,6.67,True,25-34,Medium,Low,High,Group
197,3-day Pass,2025-05-03,30,Male,5,41.45,44.18,86.46,Cash,Pop,5.5,4.0,6.5,True,172.09,5.33,True,25-34,Medium,Medium,Low,Group
198,VIP,2025-05-02,26,Female,2,43.12,7.31,73.46,Cash,Hip-Hop,5.0,8.0,5.5,True,123.89,6.17,True,25-34,Low,Medium,Medium,Couple
199,3-day Pass,2025-05-03,25,Male,3,34.87,49.3,29.22,Cash,Rock,8.0,10.0,2.0,False,113.39,6.67,True,25-34,Medium,Low,High,Group
106,3-day Pass,2025-05-03,22,Male,4,28.22,22.22,75.27,Card,Hip-Hop,3.0,6.5,4.5,True,125.71,4.67,True,18-24,Low,Low,Medium,Group
200,3-day Pass,2025-05-02,28,Female,4,13.85,12.81,15.07,Card,Rock,3.5,8.0,5.5,True,41.73,5.67,True,25-34,Low,Medium,Medium,Group
201,3-day Pass,2025-05-02,18,Female,3,23.87,29.97,86.69,Festival App,Electronic,10.0,2.0,6.0,True,140.53,6.0,True,18-24,High,Medium,Low,Group
202,1-day Pass,2025-05-01,27,Male,5,40.98,55.21,84.27,Card,Pop,5.5,7.0,4.5,True,180.46,5.67,False,25-34,Medium,Low,Medium,Group
203,1-day Pass,2025-05-02,18,Female,3,15.17,56.6,62.95,Cash,Pop,7.0,9.0,7.0,False,134.72,7.67,False,18-24,Medium,Medium,High,Group
204,3-day Pass,2025-05-01,20,Female,5,29.05,10.23,80.17,Card,Rock,6.5,8.0,3.0,False,119.45,5.83,True,18-24,Medium,Low,Medium,Group
205,3-day Pass,2025-05-02,28,Male,4,29.82,33.62,66.11,Card,Rock,7.0,9.0,8.5,False,129.55,8.17,True,25-34,Medium,High,High,Group
206,VIP,2025-05-01,25,Female,3,35.85,2.61,61.69,Cash,Electronic,8.0,7.0,4.0,True,100.15,6.33,True,25-34,Medium,Low,Medium,Group
207,VIP,2025-05-02,22,Female,2,36.94,21.27,53.43,Card,Rock,1.0,8.0,7.0,False,111.64,5.33,True,18-24,Low,Medium,Medium,Couple
208,VIP,2025-05-02,23,Male,5,44.95,28.92,44.69,Card,Rock,6.5,8.0,6.5,True,118.56,7.0,True,18-24,Medium,Medium,Medium,Group
209,3-day Pass,2025-05-01,20,Female,2,20.76,51.71,56.74,Card,Hip-Hop,8.0,10.0,6.0,True,129.21,8.0,True,18-24,Medium,Medium,High,Couple
210,3-day Pass,2025-05-01,33,Male,4,10.41,18.63,1.1,Card,Rock,8.0,7.0,8.0,False,30.14,7.67,True,25-34,Medium,Medium,Medium,Group
211,3-day Pass,2025-05-01,19,Female,5,35.76,59.6,95.79,Card,Electronic,6.67,8.0,6.33,True,191.15,7.0,True,18-24,Medium,Medium,Medium,Group
212,VIP,2025-05-03,20,Female,4,44.49,31.59,20.28,Card,Pop,6.5,9.5,2.0,True,96.36,6.0,True,18-24,Medium,Low,High,Group
213,3-day Pass,2025-05-03,24,Female,5,14.17,5.45,7.66,Cash,Reggaeton,1.0,10.0,3.0,False,27.28,4.67,True,18-24,Low,Low,High,Group
214,3-day Pass,2025-05-02,19,Female,5,19.41,30.38,78.97,Card,Electronic,8.0,8.0,5.0,True,128.76,7.0,True,18-24,Medium,Low,Medium,Group
215,3-day Pass,2025-05-02,28,Female,2,33.67,22.2,22.92,Card,Hip-Hop,7.0,4.0,2.0,False,78.79,4.33,True,25-34,Medium,Low,Low,Couple
216,1-day Pass,2025-05-03,18,Female,5,19.37,10.24,86.86,Card,Hip-Hop,4.5,7.0,6.0,True,116.47,5.83,False,18-24,Low,Medium,Medium,Group
217,3-day Pass,2025-05-02,22,Female,4,49.08,57.84,71.09,Card,Rock,9.5,8.5,5.0,True,178.01,7.67,True,18-24,High,Low,High,Group
218,3-day Pass,2025-05-01,23,Female,4,45.54,32.61,71.97,Card,Reggaeton,7.0,10.0,5.0,False,150.12,7.33,True,18-24,Medium,Low,High,Group
219,3-day Pass,2025-05-03,27,Female,2,29.54,10.56,65.88,Card,Hip-Hop,6.0,8.0,4.0,True,105.98,6.0,True,25-34,Medium,Low,Medium,Couple
220,3-day Pass,2025-05-01,25,Male,3,48.63,36.07,83.28,Cash,Pop,8.0,6.0,7.0,True,167.98,7.0,True,25-34,Medium,Medium,Medium,Group
221,3-day Pass,2025-05-01,27,Female,2,9.95,13.85,61.64,Cash,Rock,2.0,7.0,7.0,True,85.44,5.33,True,25-34,Low,Medium,Medium,Couple
222,3-day Pass,2025-05-01,25,Female,2,10.53,20.69,44.76,Cash,Rock,1.0,8.0,5.0,True,75.98,4.67,True,25-34,Low,Low,Medium,Couple
223,VIP,2025-05-01,28,Female,4,37.31,49.91,2.13,Card,Reggaeton,3.0,5.5,2.5,False,89.35,3.67,True,25-34,Low,Low,Medium,Group
224,3-day Pass,2025-05-03,27,Male,2,15.0,8.4,75.27,Cash,Hip-Hop,6.67,7.0,3.67,True,98.67,5.78,True,25-34,Medium,Low,Medium,Couple
225,3-day Pass,2025-05-02,24,Female,4,48.47,28.49,76.31,Card,Pop,8.0,7.0,3.0,True,153.27,6.0,True,18-24,Medium,Low,Medium,Group
226,3-day Pass,2025-05-03,30,Male,3,9.53,51.95,36.07,Card,Electronic,2.5,8.5,7.5,True,97.55,6.17,True,25-34,Low,Medium,High,Group
227,1-day Pass,2025-05-03,23,Male,5,6.62,48.59,58.05,Cash,Hip-Hop,7.5,8.0,6.5,False,113.26,7.33,False,18-24,Medium,Medium,Medium,Group
228,VIP,2025-05-02,24,Female,1,5.27,55.45,95.77,Card,Rock,4.0,7.0,10.0,True,156.49,7.0,True,18-24,Low,High,Medium,Individual
229,3-day Pass,2025-05-02,19,Male,3,49.5,3.76,8.47,Card,Rock,8.0,8.5,6.0,False,61.73,7.5,True,18-24,Medium,Medium,High,Group
230,3-day Pass,2025-05-01,25,Male,1,37.09,42.51,51.13,Card,Pop,2.0,6.0,4.5,True,130.73,4.17,True,25-34,Low,Low,Medium,Individual
231,3-day Pass,2025-05-03,28,Female,1,36.09,5.91,27.77,Card,Pop,3.5,7.0,3.5,True,69.77,4.67,True,25-34,Low,Low,Medium,Individual
232,3-day Pass,2025-05-03,27,Male,3,38.15,28.57,35.94,Card,Rock,8.0,7.0,5.0,True,102.66,6.67,True,25-34,Medium,Low,Medium,Group
233,3-day Pass,2025-05-01,25,Male,1,16.62,25.09,56.65,Card,Rock,5.0,8.0,8.0,True,98.36,7.0,True,25-34,Low,Medium,Medium,Individual
234,VIP,2025-05-02,27,Male,4,24.72,34.18,88.5,Card,Rock,9.0,9.0,3.0,True,147.4,7.0,True,25-34,High,Low,High,Group
235,VIP,2025-05-03,27,Male,4,1.56,21.74,7.3,Card,Rock,4.5,8.5,6.0,False,30.6,6.33,True,25-34,Low,Medium,High,Group
236,3-day Pass,2025-05-01,28,Male,3,32.64,43.0,73.98,Cash,Rock,8.0,8.0,8.0,True,149.62,8.0,True,25-34,Medium,Medium,Medium,Group
237,VIP,2025-05-03,18,Female,3,30.98,32.22,51.22,Card,Rock,5.5,7.0,3.0,False,114.42,5.17,True,18-24,Medium,Low,Medium,Group
238,3-day Pass,2025-05-01,18,Male,3,11.18,43.6,74.04,Card,Reggaeton,4.0,8.0,3.0,False,128.82,5.0,True,18-24,Low,Low,Medium,Group
239,1-day Pass,2025-05-02,20,Female,4,49.82,12.8,48.91,Card,Pop,6.0,8.5,3.5,False,111.53,6.0,False,18-24,Medium,Low,High,Group
240,3-day Pass,2025-05-03,31,Male,4,23.39,34.07,94.05,Card,Reggaeton,5.67,8.0,5.33,False,151.51,6.33,True,25-34,Medium,Medium,Medium,Group
241,1-day Pass,2025-05-03,18,Female,2,31.85,53.22,7.64,Card,Reggaeton,4.5,10.0,2.0,False,92.71,5.5,False,18-24,Low,Low,High,Couple
242,3-day Pass,2025-05-01,22,Male,4,40.35,17.0,67.6,Card,Hip-Hop,4.0,5.0,4.0,False,124.95,4.33,True,18-24,Low,Low,Low,Group
243,3-day Pass,2025-05-02,24,Male,1,19.92,12.1,13.38,Cash,Pop,8.0,2.0,4.0,True,45.4,4.67,True,18-24,Medium,Low,Low,Individual
244,3-day Pass,2025-05-03,18,Male,4,1.84,57.23,51.61,Card,Pop,8.0,9.0,7.0,True,110.68,8.0,True,18-24,Medium,Medium,High,Group
245,3-day Pass,2025-05-02,20,Other,3,8.47,1.04,56.55,Cash,Pop,6.0,8.0,3.5,False,66.06,5.83,True,18-24,Medium,Low,Medium,Group
246,3-day Pass,2025-05-02,29,Male,2,2.83,21.93,23.32,Card,Pop,1.0,8.0,5.0,True,48.08,4.67,True,25-34,Low,Low,Medium,Couple
247,1-day Pass,2025-05-01,26,Female,2,19.66,15.34,74.73,Card,Electronic,6.0,9.0,7.0,True,109.73,7.33,False,25-34,Medium,Medium,High,Couple
248,3-day Pass,2025-05-02,28,Male,2,47.63,22.42,77.76,Festival App,Electronic,5.5,9.0,5.5,True,147.81,6.67,True,25-34,Medium,Medium,High,Couple
249,3-day Pass,2025-05-01,24,Female,4,31.45,19.65,14.16,Card,Pop,9.0,10.0,6.0,True,65.26,8.33,True,18-24,High,Medium,High,Group
250,VIP,2025-05-01,19,Female,3,2.3,53.69,54.34,Cash,Electronic,7.0,8.67,4.0,True,110.33,6.56,True,18-24,Medium,Low,High,Group
251,3-day Pass,2025-05-03,26,Male,4,23.57,4.55,31.83,Cash,Pop,1.5,6.0,6.5,False,59.95,4.67,True,25-34,Low,Medium,Medium,Group
252,3-day Pass,2025-05-03,18,Female,3,28.57,17.78,74.99,Card,Pop,6.0,9.33,4.67,True,121.34,6.67,True,18-24,Medium,Low,High,Group
253,3-day Pass,2025-05-02,22,Female,2,25.91,56.74,58.25,Card,Rock,8.0,8.0,6.0,True,140.9,7.33,True,18-24,Medium,Medium,Medium,Couple
254,1-day Pass,2025-05-03,28,Female,3,1.1,38.04,0.84,Cash,Reggaeton,1.0,7.0,5.5,True,39.98,4.5,False,25-34,Low,Medium,Medium,Group
255,3-day Pass,2025-05-02,28,Male,3,22.91,36.1,78.52,Cash,Hip-Hop,7.0,2.0,3.0,True,137.53,4.0,True,25-34,Medium,Low,Low,Group
256,3-day Pass,2025-05-01,20,Other,3,42.92,57.45,42.69,Card,Rock,7.0,8.0,3.0,False,143.06,6.0,True,18-24,Medium,Low,Medium,Group
257,VIP,2025-05-01,26,Male,3,19.7,22.96,39.82,Card,Pop,7.33,7.33,5.0,False,82.48,6.55,True,25-34,Medium,Low,Medium,Group
258,3-day Pass,2025-05-03,23,Female,5,40.94,19.21,32.62,Card,Electronic,4.0,7.0,4.0,True,92.77,5.0,True,18-24,Low,Low,Medium,Group
259,3-day Pass,2025-05-01,21,Female,2,35.92,45.43,98.74,Cash,Reggaeton,8.5,8.0,3.0,False,180.09,6.5,True,18-24,High,Low,Medium,Couple
260,3-day Pass,2025-05-03,23,Other,2,16.88,46.5,15.09,Card,Pop,8.0,5.0,7.0,False,78.47,6.67,True,18-24,Medium,Medium,Low,Couple
261,3-day Pass,2025-05-03,25,Other,1,16.42,23.15,81.62,Cash,Rock,6.0,7.0,3.5,True,121.19,5.5,True,25-34,Medium,Low,Medium,Individual
262,3-day Pass,2025-05-02,28,Male,3,21.65,46.42,51.01,Card,Hip-Hop,3.5,7.0,6.5,False,119.08,5.67,True,25-34,Low,Medium,Medium,Group
263,VIP,2025-05-02,19,Other,3,29.32,32.25,50.67,Card,Rock,3.5,9.0,7.0,True,112.24,6.5,True,18-24,Low,Medium,High,Group
264,1-day Pass,2025-05-02,26,Male,3,31.72,58.71,19.09,Card,Pop,2.5,8.0,4.5,True,109.52,5.0,False,25-34,Low,Low,Medium,Group
265,3-day Pass,2025-05-01,31,Female,2,37.22,29.59,77.6,Card,Hip-Hop,2.0,8.0,2.0,True,144.41,4.0,True,25-34,Low,Low,Medium,Couple
266,1-day Pass,2025-05-03,21,Male,2,30.02,49.16,20.61,Card,Hip-Hop,8.0,1.0,9.0,True,99.79,6.0,False,18-24,Medium,High,Low,Couple
267,3-day Pass,2025-05-02,18,Female,5,48.37,34.65,3.86,Card,Rock,7.5,9.5,2.0,True,86.88,6.33,True,18-24,Medium,Low,High,Group
268,3-day Pass,2025-05-02,27,Female,3,34.94,57.8,74.44,Card,Pop,8.0,9.0,6.0,False,167.18,7.67,True,25-34,Medium,Medium,High,Group
269,3-day Pass,2025-05-02,29,Female,5,47.04,47.73,14.1,Card,Rock,2.5,5.5,5.5,True,108.87,4.5,True,25-34,Low,Medium,Medium,Group
270,3-day Pass,2025-05-01,18,Female,5,14.3,0.0,19.03,Festival App,Hip-Hop,8.0,10.0,5.0,True,33.33,7.67,True,18-24,Medium,Low,High,Group
271,3-day Pass,2025-05-01,18,Female,1,23.06,52.31,83.23,Cash,Rock,4.0,8.0,4.5,False,158.6,5.5,True,18-24,Low,Low,Medium,Individual
272,VIP,2025-05-02,18,Female,4,45.23,4.29,14.67,Card,Rock,6.5,8.5,4.5,False,64.19,6.5,True,18-24,Medium,Low,High,Group
273,3-day Pass,2025-05-01,23,Male,3,2.57,45.96,0.18,Card,Rock,7.0,8.0,6.0,True,48.71,7.0,True,18-24,Medium,Medium,Medium,Group
274,1-day Pass,2025-05-01,28,Female,4,18.13,39.17,25.72,Card,Rock,5.0,5.5,3.0,True,83.02,4.5,False,25-34,Low,Low,Medium,Group
275,3-day Pass,2025-05-01,29,Female,4,47.82,9.14,79.36,Cash,Electronic,8.0,6.0,9.0,True,136.32,7.67,True,25-34,Medium,High,Medium,Group
276,3-day Pass,2025-05-01,31,Male,3,35.88,6.45,94.99,Card,Rock,4.0,8.0,9.0,False,137.32,7.0,True,25-34,Low,High,Medium,Group
277,VIP,2025-05-02,28,Female,3,5.65,51.27,27.63,Card,Rock,1.0,8.0,7.0,True,84.55,5.33,True,25-34,Low,Medium,Medium,Group
278,VIP,2025-05-03,25,Female,3,46.03,13.71,88.35,Cash,Pop,7.33,7.0,5.33,True,148.09,6.55,True,25-34,Medium,Medium,Medium,Group
279,3-day Pass,2025-05-03,25,Female,2,47.69,25.49,20.36,Cash,Rock,4.5,7.5,7.5,True,93.54,6.5,True,25-34,Low,Medium,Medium,Couple
280,1-day Pass,2025-05-03,23,Female,1,0.4,13.45,78.32,Card,Rock,1.0,9.0,8.0,True,92.17,6.0,False,18-24,Low,Medium,High,Individual
281,3-day Pass,2025-05-02,22,Female,1,45.63,36.35,78.44,Card,Rock,2.0,4.0,3.0,False,160.42,3.0,True,18-24,Low,Low,Low,Individual
282,1-day Pass,2025-05-01,25,Female,4,42.04,27.78,37.78,Card,Reggaeton,8.0,7.0,4.0,False,107.6,6.33,False,25-34,Medium,Low,Medium,Group
283,3-day Pass,2025-05-02,29,Female,1,34.53,0.2,92.74,Festival App,Pop,4.5,8.0,4.5,False,127.47,5.67,True,25-34,Low,Low,Medium,Individual
284,1-day Pass,2025-05-03,28,Male,4,6.24,4.99,2.91,Card,Rock,4.33,5.67,2.67,True,14.14,4.22,False,25-34,Low,Low,Medium,Group
285,3-day Pass,2025-05-03,32,Male,4,45.73,43.28,69.47,Card,Rock,8.0,7.5,4.5,True,158.48,6.67,True,25-34,Medium,Low,Medium,Group
286,1-day Pass,2025-05-02,30,Female,5,7.02,4.96,41.32,Card,Pop,1.0,10.0,6.0,False,53.3,5.67,False,25-34,Low,Medium,High,Group
287,3-day Pass,2025-05-03,27,Other,3,16.14,7.06,86.42,Cash,Rock,9.0,6.0,4.0,True,109.62,6.33,True,25-34,High,Low,Medium,Group
288,3-day Pass,2025-05-03,27,Male,4,28.55,57.25,0.31,Card,Rock,4.5,7.5,6.0,False,86.11,6.0,True,25-34,Low,Medium,Medium,Group
289,3-day Pass,2025-05-02,22,Female,2,29.54,56.11,53.34,Festival App,Pop,8.5,6.0,6.0,True,138.99,6.83,True,18-24,High,Medium,Medium,Couple
290,VIP,2025-05-03,20,Female,3,31.88,42.8,68.26,Card,Pop,8.0,10.0,6.0,True,142.94,8.0,True,18-24,Medium,Medium,High,Group
291,3-day Pass,2025-05-01,27,Female,5,32.11,11.29,53.25,Cash,Pop,4.5,7.5,6.0,True,96.65,6.0,True,25-34,Low,Medium,Medium,Group
292,3-day Pass,2025-05-01,21,Male,4,27.08,54.14,7.88,Card,Pop,8.0,9.0,4.0,False,89.1,7.0,True,18-24,Medium,Low,High,Group
293,1-day Pass,2025-05-02,18,Other,3,28.07,31.01,56.8,Cash,Rock,7.67,8.0,6.67,True,115.88,7.45,False,18-24,Medium,Medium,Medium,Group
294,3-day Pass,2025-05-01,28,Male,2,30.75,1.0,71.68,Card,Pop,8.0,8.33,2.67,False,103.43,6.33,True,25-34,Medium,Low,High,Couple
295,3-day Pass,2025-05-01,24,Male,3,32.6,54.54,82.33,Card,Rock,4.5,8.5,3.5,True,169.47,5.5,True,18-24,Low,Low,High,Group
48,3-day Pass,2025-05-01,18,Male,3,10.2,51.79,65.94,Card,Rock,4.5,9.0,4.0,True,127.93,5.83,True,18-24,Low,Low,High,Group
296,VIP,2025-05-03,23,Male,5,25.94,49.61,29.39,Card,Rock,8.0,9.0,3.0,False,104.94,6.67,True,18-24,Medium,Low,High,Group
297,VIP,2025-05-01,30,Male,4,32.14,26.44,41.8,Card,Electronic,3.0,8.0,9.0,True,100.38,6.67,True,25-34,Low,High,Medium,Group
298,1-day Pass,2025-05-03,19,Female,4,43.52,27.06,16.29,Card,Pop,2.67,5.33,4.0,True,86.87,4.0,False,18-24,Low,Low,Medium,Group
299,VIP,2025-05-01,19,Female,5,27.23,15.22,83.02,Cash,Rock,5.5,8.0,7.0,True,125.47,6.83,True,18-24,Medium,Medium,Medium,Group
300,3-day Pass,2025-05-03,23,Male,3,20.54,13.46,63.98,Card,Rock,6.67,9.67,5.0,True,97.98,7.11,True,18-24,Medium,Low,High,Group
301,1-day Pass,2025-05-03,29,Female,3,29.51,3.5,79.8,Cash,Reggaeton,8.0,10.0,10.0,True,112.81,9.33,False,25-34,Medium,High,High,Group
302,3-day Pass,2025-05-01,28,Male,4,2.26,40.06,42.49,Card,Pop,7.5,7.0,2.5,False,84.81,5.67,True,25-34,Medium,Low,Medium,Group
303,1-day Pass,2025-05-03,28,Female,3,17.2,28.89,52.48,Card,Pop,8.0,5.0,3.0,True,98.57,5.33,False,25-34,Medium,Low,Low,Group
304,1-day Pass,2025-05-02,28,Male,3,26.9,20.6,69.53,Card,Rock,1.0,10.0,3.0,True,117.03,4.67,False,25-34,Low,Low,High,Group
305,VIP,2025-05-02,23,Female,4,29.64,51.42,15.1,Card,Rock,8.0,6.0,5.0,True,96.16,6.33,True,18-24,Medium,Low,Medium,Group
306,3-day Pass,2025-05-02,28,Female,1,15.31,16.86,23.82,Card,Pop,4.5,8.5,5.0,False,55.99,6.0,True,25-34,Low,Low,High,Individual
307,3-day Pass,2025-05-03,26,Female,3,15.03,25.25,31.05,Card,Pop,5.0,8.5,5.0,False,71.33,6.17,True,25-34,Low,Low,High,Group
308,3-day Pass,2025-05-03,28,Female,5,15.97,42.2,50.14,Card,Rock,6.0,8.67,2.67,True,108.31,5.78,True,25-34,Medium,Low,High,Group
309,3-day Pass,2025-05-03,24,Female,3,8.78,31.86,29.37,Card,Pop,4.0,6.0,4.5,True,70.01,4.83,True,18-24,Low,Low,Medium,Group
310,1-day Pass,2025-05-03,23,Male,2,20.24,3.43,11.07,Card,Pop,8.0,10.0,2.0,True,34.74,6.67,False,18-24,Medium,Low,High,Couple
252,3-day Pass,2025-05-02,31,Male,4,35.39,14.94,70.81,Card,Reggaeton,6.0,9.33,4.67,False,121.14,6.67,True,25-34,Medium,Low,High,Group
311,3-day Pass,2025-05-03,18,Male,1,17.55,4.19,33.42,Card,Hip-Hop,4.0,6.0,2.0,False,55.16,4.0,True,18-24,Low,Low,Medium,Individual
312,3-day Pass,2025-05-03,26,Male,5,43.87,49.18,37.79,Cash,Hip-Hop,8.0,7.5,9.0,False,130.84,8.17,True,25-34,Medium,High,Medium,Group
313,3-day Pass,2025-05-01,18,Female,4,16.96,48.45,85.69,Cash,Hip-Hop,9.0,10.0,7.0,True,151.1,8.67,True,18-24,High,Medium,High,Group
314,3-day Pass,2025-05-02,24,Male,5,0.43,27.64,35.74,Cash,Hip-Hop,8.0,4.0,6.0,True,63.81,6.0,True,18-24,Medium,Medium,Low,Group
315,1-day Pass,2025-05-02,18,Female,2,12.32,13.42,62.1,Card,Hip-Hop,6.67,8.33,5.67,True,87.84,6.89,False,18-24,Medium,Medium,High,Couple
316,3-day Pass,2025-05-02,25,Female,3,33.06,57.84,90.74,Card,Hip-Hop,8.0,8.0,9.0,False,181.64,8.33,True,25-34,Medium,High,Medium,Group
317,3-day Pass,2025-05-01,20,Male,3,19.56,11.64,70.43,Card,Pop,4.33,7.67,5.0,False,101.63,5.67,True,18-24,Low,Low,Medium,Group
318,3-day Pass,2025-05-01,26,Male,4,5.56,45.33,54.84,Card,Hip-Hop,6.0,7.0,4.0,False,105.73,5.67,True,25-34,Medium,Low,Medium,Group
319,3-day Pass,2025-05-01,30,Male,5,10.51,44.52,86.23,Festival App,Pop,4.0,8.0,5.0,True,141.26,5.67,True,25-34,Low,Low,Medium,Group
320,VIP,2025-05-03,25,Female,2,46.34,13.0,72.12,Card,Rock,5.33,6.67,7.33,True,131.46,6.44,True,25-34,Medium,Medium,Medium,Couple
321,VIP,2025-05-01,18,Male,2,11.08,4.96,85.25,Card,Rock,6.5,8.0,6.0,True,101.29,6.83,True,18-24,Medium,Medium,Medium,Couple
322,VIP,2025-05-03,18,Female,4,18.64,30.27,40.93,Card,Reggaeton,7.5,9.0,6.0,False,89.84,7.5,True,18-24,Medium,Medium,High,Group
323,3-day Pass,2025-05-03,29,Female,3,1.19,24.16,40.19,Card,Reggaeton,5.0,1.0,8.0,True,65.54,4.67,True,25-34,Low,Medium,Low,Group
